player_id,ab_group,chest_opens,legendary_drops,legendary_drop_rate_player,first_legendary_date,gear_drops,hero_shards_collected,characters_unlocked_from_chests,gems_spent_on_chests
P0002496,control,0,0,0.0,,0,1,0,1
P0002497,variant,1,1,1.0,2026-07-05,1,3,1,292
P0002498,control,17,0,0.0,,9,90,1,4290
P0002499,variant,0,0,0.0,,0,0,0,1
P0002500,control,0,0,0.0,,0,0,0,1
P0002501,variant,1,0,0.0,,0,6,0,250
P0002502,control,4,0,0.0,,1,19,0,1041
P0002503,variant,0,0,0.0,,0,2,0,2
P0002504,variant,0,0,0.0,,0,0,0,0
P0002505,control,1,0,0.0,,0,8,0,237
P0002506,control,0,0,0.0,,0,2,0,5
P0002507,variant,1,0,0.0,,0,8,0,264
P0002508,control,0,0,0.0,,0,0,0,0
P0002509,control,4,0,0.0,,2,21,0,1020
P0002510,variant,0,0,0.0,,0,1,0,0
P0002511,variant,0,0,0.0,,0,1,0,2
P0002512,control,0,0,0.0,,0,4,0,3
P0002513,control,0,0,0.0,,0,0,0,0
P0002514,variant,0,0,0.0,,0,0,0,0
P0002515,control,1,0,0.0,,1,6,0,245
P0002516,variant,5,0,0.0,,0,22,0,1217
P0002517,control,0,0,0.0,,0,0,0,0
P0002518,control,3,0,0.0,,1,10,0,784
P0002519,control,0,0,0.0,,0,0,0,0
P0002520,control,1,0,0.0,,1,4,0,265
P0002521,variant,0,0,0.0,,0,0,0,0
P0002522,variant,1,0,0.0,,0,4,0,286
P0002523,control,11,0,0.0,,6,69,0,2863
P0002524,control,1,0,0.0,,0,4,0,268
P0002525,control,0,0,0.0,,0,3,0,0
P0002526,control,19,0,0.0,,9,74,1,5072
P0002527,control,0,0,0.0,,0,1,0,2
P0002528,variant,1,0,0.0,,0,12,0,260
P0002529,control,22,0,0.0,,7,95,1,5302
P0002530,control,0,0,0.0,,0,1,0,1
P0002531,control,17,0,0.0,,4,76,1,4313
P0002532,variant,5,0,0.0,,3,18,0,1195
P0002533,variant,0,0,0.0,,0,3,0,0
P0002534,control,0,0,0.0,,0,1,0,0
P0002535,control,1,0,0.0,,0,9,0,230
P0002536,control,5,0,0.0,,2,61,0,1240
P0002537,control,0,0,0.0,,0,0,0,0
P0002538,variant,0,0,0.0,,0,1,0,0
P0002539,variant,0,0,0.0,,0,2,0,1
P0002540,control,0,0,0.0,,0,3,0,2
P0002541,control,1,0,0.0,,0,6,0,282
P0002542,control,1,0,0.0,,0,16,0,212
P0002543,variant,2,0,0.0,,1,16,0,494
P0002544,variant,0,0,0.0,,0,3,0,5
P0002545,control,0,0,0.0,,0,0,0,0
P0002546,variant,2,0,0.0,,2,9,0,435
P0002547,control,1,0,0.0,,0,5,0,211
P0002548,variant,0,0,0.0,,0,0,0,0
P0002549,variant,5,0,0.0,,2,28,0,1274
P0002550,variant,0,0,0.0,,0,0,0,0
P0002551,variant,1,0,0.0,2026-07-01,1,0,0,257
P0002552,control,0,0,0.0,,0,1,0,2
P0002553,variant,1,0,0.0,,1,6,0,283
P0002554,variant,1,0,0.0,,0,8,0,220
P0002555,control,3,0,0.0,,2,18,0,695
P0002556,control,0,0,0.0,,0,3,0,0
P0002557,variant,0,0,0.0,,0,0,0,0
P0002558,variant,0,0,0.0,,0,0,0,0
P0002559,variant,0,0,0.0,,0,0,0,2
P0002560,control,5,0,0.0,,2,32,0,1289
P0002561,variant,2,1,0.5,2026-07-03,2,14,1,459
P0002562,variant,0,0,0.0,,0,0,0,0
P0002563,variant,1,0,0.0,,1,3,0,315
P0002564,variant,0,0,0.0,,0,3,0,2
P0002565,control,10,0,0.0,,5,58,0,2364
P0002566,variant,1,0,0.0,2026-06-16,1,7,0,262
P0002567,control,0,0,0.0,,0,0,0,0
P0002568,control,1,0,0.0,,1,4,0,223
P0002569,variant,0,0,0.0,,0,0,0,0
P0002570,control,1,0,0.0,,0,4,0,249
P0002571,control,1,0,0.0,,1,5,0,290
P0002572,control,0,0,0.0,,0,0,0,0
P0002573,control,0,0,0.0,,0,0,0,1
P0002574,control,0,0,0.0,,0,0,0,1
P0002575,control,8,1,0.125,2026-03-26,4,52,1,1961
P0002576,control,0,0,0.0,,0,0,0,0
P0002577,control,4,0,0.0,2026-03-12,1,33,0,1126
P0002578,variant,2,0,0.0,,0,29,0,474
P0002579,variant,0,0,0.0,,0,0,0,0
P0002580,control,1,0,0.0,,0,2,0,240
P0002581,control,3,0,0.0,,1,13,0,835
P0002582,control,0,0,0.0,,0,0,0,1
P0002583,control,0,0,0.0,,0,1,0,2
P0002584,variant,1,0,0.0,,1,4,0,187
P0002585,control,0,0,0.0,,0,0,0,1
P0002586,variant,0,0,0.0,,0,0,0,1
P0002587,control,1,0,0.0,,1,3,0,274
P0002588,control,0,0,0.0,,0,1,0,2
P0002589,variant,0,0,0.0,,0,1,0,2
P0002590,control,0,0,0.0,,0,0,0,0
P0002591,variant,0,0,0.0,,0,0,0,1
P0002592,variant,0,0,0.0,,0,0,0,0
P0002593,control,0,0,0.0,,0,3,0,2
P0002594,control,0,0,0.0,,0,1,0,0
P0002595,variant,1,0,0.0,,0,3,0,294
P0002596,control,1,0,0.0,,1,5,0,257
P0002597,control,0,0,0.0,,0,0,0,1
P0002598,variant,0,0,0.0,,0,0,0,0
P0002599,control,4,0,0.0,,1,20,0,990
P0002600,variant,1,0,0.0,,1,1,0,269
P0002601,variant,7,0,0.0,,2,54,0,1913
P0002602,control,1,0,0.0,,1,4,0,224
P0002603,variant,0,0,0.0,,0,0,0,0
P0002604,control,0,0,0.0,,0,2,0,4
P0002605,control,0,0,0.0,,0,3,0,1
P0002606,variant,5,2,0.4,2026-06-18,3,33,2,1165
P0002607,control,0,0,0.0,,0,0,0,0
P0002608,control,0,0,0.0,,0,0,0,0
P0002609,variant,0,0,0.0,,0,0,0,0
P0002610,variant,0,0,0.0,,0,0,0,2
P0002611,control,1,0,0.0,,0,3,0,241
P0002612,variant,1,0,0.0,,0,6,0,224
P0002613,control,1,0,0.0,,1,4,0,277
P0002614,variant,3,0,0.0,,2,27,0,892
P0002615,variant,37,0,0.0,,15,139,2,9229
P0002616,control,0,0,0.0,,0,0,0,0
P0002617,control,0,0,0.0,,0,0,0,0
P0002618,variant,0,0,0.0,,0,1,0,0
P0002619,control,0,0,0.0,,0,0,0,0
P0002620,variant,3,0,0.0,,1,18,0,766
P0002621,variant,0,0,0.0,,0,1,0,2
P0002622,control,1,0,0.0,,0,6,0,248
P0002623,control,0,0,0.0,,0,1,0,2
P0002624,variant,6,0,0.0,,2,41,0,1428
P0002625,variant,4,0,0.0,,1,17,0,929
P0002626,control,30,1,0.0333,2026-05-10,13,127,3,7210
P0002627,control,0,0,0.0,,0,0,0,0
P0002628,variant,0,0,0.0,,0,2,0,1
P0002629,variant,26,3,0.1154,2026-06-15,18,108,5,6477
P0002630,variant,1,0,0.0,,0,2,0,257
P0002631,control,1,0,0.0,,1,3,0,235
P0002632,control,1,0,0.0,,0,8,0,260
P0002633,control,1,0,0.0,,1,2,0,245
P0002634,control,0,0,0.0,,0,1,0,0
P0002635,variant,83,2,0.0241,2026-04-19,35,381,8,19858
P0002636,control,0,0,0.0,,0,3,0,2
P0002637,variant,1,0,0.0,2026-06-15,0,4,0,261
P0002638,variant,3,0,0.0,,1,11,0,778
P0002639,variant,0,0,0.0,,0,3,0,4
P0002640,variant,0,0,0.0,,0,1,0,3
P0002641,control,0,0,0.0,,0,2,0,1
P0002642,control,3,0,0.0,,2,28,0,777
P0002643,variant,0,0,0.0,,0,0,0,0
P0002644,control,0,0,0.0,,0,0,0,1
P0002645,control,0,0,0.0,,0,0,0,0
P0002646,control,0,0,0.0,,0,0,0,0
P0002647,control,16,0,0.0,2026-06-07,5,53,1,3858
P0002648,variant,0,0,0.0,,0,0,0,2
P0002649,variant,1,0,0.0,,0,5,0,310
P0002650,control,0,0,0.0,,0,1,0,1
P0002651,variant,1,0,0.0,,0,5,0,249
P0002652,control,0,0,0.0,,0,1,0,1
P0002653,control,0,0,0.0,,0,4,0,0
P0002654,control,0,0,0.0,,0,0,0,0
P0002655,control,0,0,0.0,,0,0,0,0
P0002656,variant,1,0,0.0,,0,3,0,237
P0002657,control,0,0,0.0,,0,5,0,1
P0002658,control,1,0,0.0,,0,4,0,230
P0002659,variant,8,0,0.0,,3,60,0,1873
P0002660,control,4,0,0.0,,1,21,0,875
P0002661,variant,0,0,0.0,,0,0,0,0
P0002662,control,0,0,0.0,,0,3,0,0
P0002663,control,0,0,0.0,,0,0,0,1
P0002664,variant,0,0,0.0,,0,1,0,0
P0002665,variant,0,0,0.0,,0,1,0,0
P0002666,control,0,0,0.0,,0,0,0,0
P0002667,control,0,0,0.0,,0,4,0,1
P0002668,variant,5,0,0.0,,2,42,0,1227
P0002669,variant,0,0,0.0,,0,1,0,0
P0002670,variant,4,0,0.0,,2,34,0,888
P0002671,control,0,0,0.0,,0,2,0,1
P0002672,variant,2,0,0.0,,2,17,0,504
P0002673,variant,0,0,0.0,,0,0,0,3
P0002674,variant,6,1,0.1667,2026-05-10,3,44,1,1569
P0002675,variant,0,0,0.0,,0,0,0,1
P0002676,control,0,0,0.0,,0,2,0,2
P0002677,variant,3,0,0.0,,1,16,0,736
P0002678,control,0,0,0.0,,0,0,0,0
P0002679,control,1,0,0.0,,0,2,0,258
P0002680,control,0,0,0.0,,0,0,0,0
P0002681,control,0,0,0.0,,0,1,0,0
P0002682,variant,3,0,0.0,,1,21,0,736
P0002683,control,1,0,0.0,,1,8,0,198
P0002684,variant,0,0,0.0,,0,2,0,1
P0002685,variant,0,0,0.0,,0,2,0,0
P0002686,control,0,0,0.0,,0,0,0,0
P0002687,variant,0,0,0.0,,0,2,0,0
P0002688,control,1,0,0.0,,0,3,0,227
P0002689,variant,0,0,0.0,,0,0,0,1
P0002690,control,8,1,0.125,2026-05-14,4,39,1,2038
P0002691,control,1,0,0.0,,0,6,0,228
P0002692,variant,0,0,0.0,,0,1,0,2
P0002693,control,7,0,0.0,,2,52,0,1623
P0002694,control,6,0,0.0,,5,50,0,1562
P0002695,control,1,0,0.0,,0,4,0,250
P0002696,variant,0,0,0.0,,0,0,0,1
P0002697,control,0,0,0.0,,0,0,0,2
P0002698,variant,6,0,0.0,,3,28,0,1639
P0002699,control,11,0,0.0,,4,45,0,2671
P0002700,control,0,0,0.0,,0,0,0,2
P0002701,control,0,0,0.0,,0,0,0,0
P0002702,control,1,0,0.0,,1,8,0,325
P0002703,control,0,0,0.0,,0,1,0,1
P0002704,control,1,0,0.0,,1,8,0,221
P0002705,control,4,0,0.0,,0,17,0,914
P0002706,control,0,0,0.0,,0,1,0,0
P0002707,variant,6,0,0.0,,3,38,0,1276
P0002708,control,0,0,0.0,,0,0,0,1
P0002709,variant,0,0,0.0,,0,0,0,0
P0002710,control,1,0,0.0,,1,7,0,236
P0002711,variant,7,0,0.0,,3,36,0,1727
P0002712,variant,1,0,0.0,2026-03-30,0,7,0,245
P0002713,control,0,0,0.0,,0,0,0,1
P0002714,control,0,0,0.0,,0,0,0,0
P0002715,variant,0,0,0.0,,0,0,0,1
P0002716,variant,0,0,0.0,,0,0,0,1
P0002717,variant,38,2,0.0526,2026-05-09,14,161,5,8793
P0002718,variant,0,0,0.0,,0,0,0,2
P0002719,control,0,0,0.0,,0,0,0,0
P0002720,control,0,0,0.0,,0,1,0,4
P0002721,variant,1,0,0.0,,0,6,0,252
P0002722,variant,2,0,0.0,,2,8,0,473
P0002723,control,0,0,0.0,,0,0,0,0
P0002724,variant,1,0,0.0,,1,2,0,236
P0002725,variant,0,0,0.0,,0,0,0,1
P0002726,variant,0,0,0.0,,0,4,0,4
P0002727,control,5,0,0.0,,1,21,0,1174
P0002728,control,1,0,0.0,2026-06-30,0,3,0,195
P0002729,control,0,0,0.0,,0,1,0,1
P0002730,control,6,0,0.0,,3,42,0,1549
P0002731,control,1,0,0.0,,0,4,0,294
P0002732,control,1,0,0.0,,1,7,0,312
P0002733,control,0,0,0.0,,0,0,0,0
P0002734,control,1,0,0.0,,1,5,0,283
P0002735,control,0,0,0.0,,0,0,0,0
P0002736,variant,0,0,0.0,,0,1,0,2
P0002737,variant,0,0,0.0,,0,3,0,1
P0002738,control,0,0,0.0,,0,0,0,0
P0002739,variant,0,0,0.0,,0,0,0,1
P0002740,control,0,0,0.0,,0,0,0,1
P0002741,control,3,0,0.0,2026-07-05,0,16,0,707
P0002742,control,0,0,0.0,,0,0,0,0
P0002743,variant,4,0,0.0,,1,26,0,898
P0002744,variant,0,0,0.0,,0,0,0,0
P0002745,variant,0,0,0.0,,0,0,0,0
P0002746,variant,0,0,0.0,,0,0,0,0
P0002747,control,6,0,0.0,,1,52,0,1414
P0002748,control,4,0,0.0,2026-04-22,2,21,0,979
P0002749,variant,0,0,0.0,,0,2,0,4
P0002750,variant,0,0,0.0,,0,0,0,1
P0002751,control,0,0,0.0,,0,2,0,1
P0002752,variant,1,0,0.0,,1,5,0,161
P0002753,control,7,0,0.0,,1,45,0,1806
P0002754,variant,0,0,0.0,,0,2,0,0
P0002755,variant,4,1,0.25,2026-06-30,3,39,1,1003
P0002756,control,0,0,0.0,,0,1,0,1
P0002757,control,0,0,0.0,,0,1,0,0
P0002758,variant,10,0,0.0,,3,43,0,2731
P0002759,control,0,0,0.0,,0,0,0,0
P0002760,variant,0,0,0.0,,0,0,0,1
P0002761,variant,1,0,0.0,,0,2,0,298
P0002762,variant,0,0,0.0,,0,0,0,0
P0002763,variant,0,0,0.0,,0,1,0,0
P0002764,variant,0,0,0.0,,0,1,0,0
P0002765,control,0,0,0.0,,0,0,0,0
P0002766,variant,0,0,0.0,,0,1,0,0
P0002767,variant,5,0,0.0,,2,44,0,1336
P0002768,control,0,0,0.0,,0,1,0,0
P0002769,control,0,0,0.0,,0,1,0,0
P0002770,control,5,0,0.0,,5,28,0,1397
P0002771,control,5,2,0.4,2026-05-30,5,43,2,1308
P0002772,variant,1,0,0.0,,1,5,0,223
P0002773,variant,0,0,0.0,,0,1,0,0
P0002774,control,5,0,0.0,,1,42,0,1235
P0002775,variant,0,0,0.0,,0,2,0,0
P0002776,control,18,0,0.0,,6,62,1,4187
P0002777,variant,0,0,0.0,,0,1,0,0
P0002778,control,0,0,0.0,,0,0,0,1
P0002779,variant,0,0,0.0,,0,1,0,1
P0002780,control,0,0,0.0,,0,0,0,2
P0002781,control,1,0,0.0,,0,4,0,224
P0002782,control,0,0,0.0,,0,2,0,2
P0002783,control,2,0,0.0,,1,11,0,479
P0002784,control,0,0,0.0,,0,0,0,1
P0002785,control,0,0,0.0,,0,0,0,0
P0002786,variant,0,0,0.0,,0,1,0,0
P0002787,control,0,0,0.0,,0,1,0,1
P0002788,control,2,0,0.0,,0,15,0,489
P0002789,control,1,0,0.0,,0,8,0,275
P0002790,variant,0,0,0.0,,0,0,0,0
P0002791,control,1,0,0.0,,0,2,0,245
P0002792,control,1,0,0.0,,0,5,0,246
P0002793,variant,1,0,0.0,,0,15,0,257
P0002794,variant,0,0,0.0,,0,0,0,0
P0002795,variant,2,0,0.0,,1,10,0,544
P0002796,variant,0,0,0.0,,0,2,0,0
P0002797,variant,0,0,0.0,,0,1,0,1
P0002798,control,18,0,0.0,,13,65,1,4682
P0002799,variant,1,0,0.0,,1,9,0,235
P0002800,control,0,0,0.0,,0,2,0,1
P0002801,variant,0,0,0.0,,0,2,0,2
P0002802,control,1,0,0.0,,1,6,0,296
P0002803,variant,2,0,0.0,2026-06-07,2,9,0,560
P0002804,variant,0,0,0.0,,0,0,0,4
P0002805,variant,0,0,0.0,,0,0,0,0
P0002806,control,0,0,0.0,,0,2,0,0
P0002807,control,0,0,0.0,,0,3,0,1
P0002808,control,0,0,0.0,,0,0,0,0
P0002809,variant,4,0,0.0,,1,32,0,1017
P0002810,control,1,0,0.0,,0,6,0,210
P0002811,variant,0,0,0.0,,0,0,0,0
P0002812,control,0,0,0.0,,0,2,0,1
P0002813,control,1,0,0.0,,0,6,0,231
P0002814,variant,0,0,0.0,,0,1,0,0
P0002815,control,1,0,0.0,,0,24,0,214
P0002816,variant,0,0,0.0,,0,0,0,0
P0002817,control,10,0,0.0,,3,70,0,2594
P0002818,variant,0,0,0.0,,0,0,0,0
P0002819,variant,0,0,0.0,,0,0,0,2
P0002820,control,1,0,0.0,,1,12,0,205
P0002821,control,0,0,0.0,,0,1,0,0
P0002822,variant,1,0,0.0,,1,7,0,241
P0002823,control,0,0,0.0,,0,0,0,0
P0002824,control,0,0,0.0,,0,0,0,0
P0002825,variant,0,0,0.0,,0,1,0,0
P0002826,control,4,0,0.0,,1,28,0,964
P0002827,control,1,0,0.0,,0,6,0,189
P0002828,control,0,0,0.0,,0,4,0,2
P0002829,control,0,0,0.0,,0,0,0,2
P0002830,control,0,0,0.0,,0,2,0,3
P0002831,variant,0,0,0.0,,0,1,0,0
P0002832,variant,0,0,0.0,,0,1,0,3
P0002833,variant,0,0,0.0,,0,0,0,2
P0002834,control,0,0,0.0,,0,2,0,4
P0002835,control,1,0,0.0,,0,1,0,241
P0002836,control,0,0,0.0,,0,1,0,2
P0002837,variant,0,0,0.0,,0,0,0,2
P0002838,variant,0,0,0.0,,0,1,0,1
P0002839,control,0,0,0.0,,0,0,0,0
P0002840,control,0,0,0.0,,0,0,0,0
P0002841,variant,0,0,0.0,,0,0,0,0
P0002842,variant,0,0,0.0,,0,3,0,0
P0002843,control,0,0,0.0,,0,0,0,0
P0002844,variant,0,0,0.0,,0,3,0,0
P0002845,control,2,0,0.0,,2,11,0,519
P0002846,variant,0,0,0.0,,0,0,0,1
P0002847,variant,9,1,0.1111,2026-04-29,5,65,1,2304
P0002848,control,0,0,0.0,,0,0,0,0
P0002849,variant,0,0,0.0,,0,3,0,2
P0002850,control,0,0,0.0,,0,0,0,0
P0002851,variant,0,0,0.0,,0,0,0,1
P0002852,variant,0,0,0.0,,0,2,0,2
P0002853,variant,3,0,0.0,,0,12,0,740
P0002854,variant,1,0,0.0,,0,15,0,217
P0002855,variant,0,0,0.0,,0,0,0,1
P0002856,variant,0,0,0.0,,0,3,0,2
P0002857,variant,1,0,0.0,,0,14,0,273
P0002858,variant,0,0,0.0,,0,0,0,0
P0002859,variant,1,0,0.0,,0,4,0,289
P0002860,control,9,0,0.0,,5,46,0,2434
P0002861,control,3,0,0.0,,1,30,0,677
P0002862,variant,0,0,0.0,,0,0,0,0
P0002863,variant,0,0,0.0,,0,1,0,2
P0002864,variant,0,0,0.0,,0,0,0,1
P0002865,control,0,0,0.0,,0,1,0,0
P0002866,control,0,0,0.0,,0,2,0,2
P0002867,variant,0,0,0.0,,0,1,0,0
P0002868,variant,1,0,0.0,,1,4,0,302
P0002869,control,1,0,0.0,,0,8,0,241
P0002870,variant,0,0,0.0,,0,1,0,2
P0002871,variant,0,0,0.0,,0,1,0,0
P0002872,control,1,0,0.0,,1,3,0,300
P0002873,control,2,0,0.0,,1,11,0,570
P0002874,variant,1,0,0.0,,0,6,0,239
P0002875,control,1,0,0.0,,0,6,0,210
P0002876,control,1,0,0.0,,0,6,0,219
P0002877,variant,0,0,0.0,,0,0,0,0
P0002878,variant,2,0,0.0,,1,13,0,418
P0002879,control,0,0,0.0,,0,8,0,3
P0002880,variant,0,0,0.0,,0,1,0,1
P0002881,variant,0,0,0.0,,0,0,0,0
P0002882,control,0,0,0.0,,0,1,0,2
P0002883,variant,2,0,0.0,,2,12,0,516
P0002884,variant,0,0,0.0,,0,2,0,3
P0002885,control,0,0,0.0,,0,1,0,4
P0002886,control,0,0,0.0,,0,0,0,1
P0002887,control,1,0,0.0,,1,7,0,206
P0002888,control,1,0,0.0,,1,6,0,234
P0002889,variant,2,0,0.0,,0,7,0,476
P0002890,control,0,0,0.0,,0,0,0,0
P0002891,control,0,0,0.0,,0,0,0,3
P0002892,variant,2,0,0.0,,2,25,0,522
P0002893,variant,0,0,0.0,,0,0,0,0
P0002894,variant,1,0,0.0,,0,6,0,242
P0002895,control,0,0,0.0,,0,0,0,0
P0002896,variant,1,0,0.0,,1,4,0,257
P0002897,control,1,0,0.0,,1,7,0,222
P0002898,control,0,0,0.0,,0,0,0,0
P0002899,variant,0,0,0.0,,0,0,0,0
P0002900,control,0,0,0.0,,0,2,0,4
P0002901,variant,1,0,0.0,2026-05-30,0,6,0,219
P0002902,control,0,0,0.0,,0,0,0,0
P0002903,control,0,0,0.0,,0,0,0,0
P0002904,variant,2,0,0.0,,2,10,0,553
P0002905,variant,0,0,0.0,,0,0,0,0
P0002906,variant,0,0,0.0,,0,1,0,0
P0002907,control,1,0,0.0,,0,4,0,277
P0002908,variant,0,0,0.0,,0,1,0,0
P0002909,variant,4,1,0.25,2026-06-29,1,43,1,1023
P0002910,variant,2,0,0.0,,0,9,0,560
P0002911,variant,0,0,0.0,,0,0,0,0
P0002912,control,0,0,0.0,,0,1,0,2
P0002913,variant,3,0,0.0,,1,18,0,800
P0002914,variant,0,0,0.0,,0,3,0,1
P0002915,variant,0,0,0.0,,0,3,0,1
P0002916,control,0,0,0.0,,0,1,0,0
P0002917,control,0,0,0.0,,0,2,0,2
P0002918,control,3,1,0.3333,2026-04-19,1,25,1,868
P0002919,control,0,0,0.0,,0,1,0,1
P0002920,control,0,0,0.0,,0,0,0,0
P0002921,control,2,0,0.0,,2,17,0,489
P0002922,control,1,0,0.0,,0,3,0,254
P0002923,control,0,0,0.0,,0,0,0,0
P0002924,control,0,0,0.0,,0,0,0,2
P0002925,variant,21,0,0.0,2026-06-28,9,89,1,5648
P0002926,control,0,0,0.0,,0,1,0,0
P0002927,variant,0,0,0.0,,0,1,0,2
P0002928,variant,0,0,0.0,,0,2,0,0
P0002929,variant,0,0,0.0,,0,1,0,0
P0002930,variant,0,0,0.0,,0,1,0,1
P0002931,control,0,0,0.0,,0,0,0,1
P0002932,variant,0,0,0.0,,0,0,0,0
P0002933,variant,0,0,0.0,,0,0,0,1
P0002934,control,2,0,0.0,,1,9,0,572
P0002935,variant,0,0,0.0,,0,0,0,1
P0002936,control,0,0,0.0,,0,0,0,0
P0002937,variant,1,0,0.0,,1,5,0,299
P0002938,variant,11,0,0.0,,1,54,0,2828
P0002939,control,0,0,0.0,,0,0,0,2
P0002940,control,0,0,0.0,,0,1,0,1
P0002941,control,0,0,0.0,,0,0,0,0
P0002942,control,0,0,0.0,,0,0,0,0
P0002943,variant,3,0,0.0,2026-04-01,1,19,0,792
P0002944,control,0,0,0.0,,0,0,0,0
P0002945,control,0,0,0.0,,0,0,0,2
P0002946,control,0,0,0.0,,0,2,0,0
P0002947,control,2,0,0.0,,0,11,0,535
P0002948,variant,0,0,0.0,,0,1,0,3
P0002949,control,8,0,0.0,,4,33,0,1672
P0002950,variant,0,0,0.0,,0,0,0,1
P0002951,control,0,0,0.0,,0,0,0,1
P0002952,variant,0,0,0.0,,0,0,0,0
P0002953,control,0,0,0.0,,0,0,0,0
P0002954,control,0,0,0.0,,0,0,0,0
P0002955,control,0,0,0.0,,0,0,0,2
P0002956,control,1,0,0.0,,0,4,0,232
P0002957,control,0,0,0.0,,0,2,0,3
P0002958,variant,0,0,0.0,,0,2,0,0
P0002959,variant,0,0,0.0,,0,0,0,0
P0002960,control,0,0,0.0,,0,0,0,0
P0002961,variant,2,0,0.0,,0,10,0,405
P0002962,variant,9,1,0.1111,2026-05-08,4,46,1,2246
P0002963,variant,1,0,0.0,,0,4,0,303
P0002964,variant,0,0,0.0,,0,0,0,2
P0002965,variant,5,0,0.0,,3,25,0,1314
P0002966,variant,6,0,0.0,,2,51,0,1578
P0002967,control,0,0,0.0,,0,2,0,4
P0002968,control,1,0,0.0,,0,7,0,241
P0002969,control,0,0,0.0,,0,1,0,0
P0002970,control,1,0,0.0,,0,5,0,305
P0002971,variant,0,0,0.0,,0,5,0,5
P0002972,variant,1,0,0.0,,1,5,0,216
P0002973,control,93,1,0.0108,2026-07-08,42,331,8,22985
P0002974,variant,0,0,0.0,,0,1,0,0
P0002975,variant,9,1,0.1111,2026-05-26,4,63,1,2390
P0002976,control,0,0,0.0,,0,0,0,0
P0002977,variant,0,0,0.0,,0,0,0,0
P0002978,variant,0,0,0.0,,0,0,0,0
P0002979,control,0,0,0.0,,0,0,0,0
P0002980,variant,0,0,0.0,,0,0,0,0
P0002981,control,6,0,0.0,,4,32,0,1574
P0002982,control,0,0,0.0,,0,0,0,0
P0002983,control,0,0,0.0,,0,0,0,0
P0002984,control,0,0,0.0,,0,3,0,1
P0002985,control,0,0,0.0,,0,0,0,0
P0002986,control,0,0,0.0,,0,0,0,0
P0002987,control,1,0,0.0,,0,4,0,272
P0002988,control,0,0,0.0,,0,3,0,4
P0002989,control,0,0,0.0,,0,0,0,0
P0002990,variant,0,0,0.0,,0,2,0,2
P0002991,control,0,0,0.0,,0,0,0,1
P0002992,variant,0,0,0.0,,0,1,0,1
P0002993,variant,0,0,0.0,,0,0,0,2
P0002994,control,7,0,0.0,,4,54,0,1784
P0002995,variant,3,0,0.0,,2,17,0,721
P0002996,control,0,0,0.0,,0,0,0,2
P0002997,control,1,0,0.0,,0,8,0,263
P0002998,variant,0,0,0.0,,0,0,0,0
P0002999,variant,0,0,0.0,,0,0,0,0
P0003000,control,1,0,0.0,,1,5,0,252
P0003001,variant,1,1,1.0,2026-04-29,1,6,1,207
P0003002,control,0,0,0.0,,0,0,0,0
P0003003,control,1,0,0.0,,0,5,0,209
P0003004,control,0,0,0.0,,0,0,0,0
P0003005,variant,0,0,0.0,,0,0,0,1
P0003006,control,0,0,0.0,,0,1,0,0
P0003007,control,0,0,0.0,,0,2,0,1
P0003008,control,0,0,0.0,,0,6,0,2
P0003009,control,0,0,0.0,,0,0,0,2
P0003010,variant,0,0,0.0,,0,1,0,0
P0003011,variant,0,0,0.0,,0,0,0,0
P0003012,variant,0,0,0.0,,0,0,0,1
P0003013,control,0,0,0.0,,0,0,0,0
P0003014,control,0,0,0.0,,0,2,0,0
P0003015,variant,0,0,0.0,,0,4,0,3
P0003016,control,1,0,0.0,,0,3,0,325
P0003017,control,0,0,0.0,,0,1,0,2
P0003018,control,1,0,0.0,,0,9,0,174
P0003019,control,0,0,0.0,,0,5,0,4
P0003020,variant,0,0,0.0,,0,1,0,0
P0003021,variant,0,0,0.0,,0,0,0,0
P0003022,control,0,0,0.0,,0,0,0,4
P0003023,control,0,0,0.0,,0,2,0,2
P0003024,variant,1,0,0.0,,0,6,0,224
P0003025,variant,1,0,0.0,,0,4,0,236
P0003026,variant,1,0,0.0,,1,6,0,255
P0003027,variant,1,0,0.0,,0,8,0,291
P0003028,variant,0,0,0.0,,0,2,0,2
P0003029,variant,0,0,0.0,,0,0,0,0
P0003030,control,0,0,0.0,,0,4,0,3
P0003031,variant,0,0,0.0,,0,0,0,1
P0003032,control,3,0,0.0,,2,21,0,722
P0003033,control,2,0,0.0,,1,15,0,486
P0003034,variant,0,0,0.0,,0,0,0,0
P0003035,variant,1,0,0.0,2026-04-27,0,4,0,240
P0003036,control,0,0,0.0,,0,2,0,1
P0003037,control,0,0,0.0,,0,1,0,0
P0003038,variant,1,0,0.0,,0,4,0,193
P0003039,variant,1,0,0.0,,1,2,0,317
P0003040,control,0,0,0.0,,0,2,0,0
P0003041,control,0,0,0.0,,0,0,0,0
P0003042,variant,1,0,0.0,,1,6,0,285
P0003043,control,8,0,0.0,,4,54,0,1911
P0003044,control,0,0,0.0,,0,1,0,2
P0003045,control,11,0,0.0,2026-06-03,6,60,0,2582
P0003046,variant,0,0,0.0,,0,0,0,0
P0003047,control,0,0,0.0,,0,1,0,2
P0003048,variant,0,0,0.0,,0,1,0,0
P0003049,variant,0,0,0.0,,0,0,0,0
P0003050,control,1,0,0.0,,0,6,0,286
P0003051,control,0,0,0.0,,0,0,0,0
P0003052,control,0,0,0.0,,0,0,0,0
