player_id,true_segment
P0004630,Casual
P0004631,Casual
P0004632,Churned-early
P0004633,Casual
P0004634,Casual
P0004635,Casual
P0004636,Casual
P0004637,Casual
P0004638,Grinder-F2W
P0004639,Churned-early
P0004640,Churned-early
P0004641,Churned-early
P0004642,Churned-early
P0004643,Casual
P0004644,Churned-early
P0004645,Churned-early
P0004646,Casual
P0004647,Spender
P0004648,Grinder-F2W
P0004649,Casual
P0004650,Grinder-F2W
P0004651,Churned-early
P0004652,Casual
P0004653,Casual
P0004654,Grinder-F2W
P0004655,Churned-early
P0004656,Churned-early
P0004657,Churned-early
P0004658,Casual
P0004659,Casual
P0004660,Churned-early
P0004661,Churned-early
P0004662,Casual
P0004663,Casual
P0004664,Casual
P0004665,Churned-early
P0004666,Casual
P0004667,Churned-early
P0004668,Churned-early
P0004669,Grinder-F2W
P0004670,Grinder-F2W
P0004671,Churned-early
P0004672,Churned-early
P0004673,Churned-early
P0004674,Churned-early
P0004675,Grinder-F2W
P0004676,Casual
P0004677,Grinder-F2W
P0004678,Casual
P0004679,Churned-early
P0004680,Grinder-F2W
P0004681,Casual
P0004682,Casual
P0004683,Casual
P0004684,Churned-early
P0004685,Casual
P0004686,Casual
P0004687,Whale
P0004688,Casual
P0004689,Churned-early
P0004690,Churned-early
P0004691,Casual
P0004692,Churned-early
P0004693,Churned-early
P0004694,Grinder-F2W
P0004695,Casual
P0004696,Grinder-F2W
P0004697,Casual
P0004698,Churned-early
P0004699,Casual
P0004700,Casual
P0004701,Grinder-F2W
P0004702,Casual
P0004703,Grinder-F2W
P0004704,Grinder-F2W
P0004705,Grinder-F2W
P0004706,Casual
P0004707,Casual
P0004708,Casual
P0004709,Casual
P0004710,Grinder-F2W
P0004711,Grinder-F2W
P0004712,Grinder-F2W
P0004713,Casual
P0004714,Churned-early
P0004715,Casual
P0004716,Casual
P0004717,Whale
P0004718,Casual
P0004719,Churned-early
P0004720,Grinder-F2W
P0004721,Casual
P0004722,Spender
P0004723,Casual
P0004724,Churned-early
P0004725,Grinder-F2W
P0004726,Casual
P0004727,Churned-early
P0004728,Casual
P0004729,Churned-early
P0004730,Churned-early
P0004731,Casual
P0004732,Grinder-F2W
P0004733,Grinder-F2W
P0004734,Churned-early
P0004735,Casual
P0004736,Spender
P0004737,Casual
P0004738,Casual
P0004739,Grinder-F2W
P0004740,Casual
P0004741,Churned-early
P0004742,Grinder-F2W
P0004743,Casual
P0004744,Spender
P0004745,Churned-early
P0004746,Casual
P0004747,Churned-early
P0004748,Casual
P0004749,Casual
P0004750,Grinder-F2W
P0004751,Casual
P0004752,Churned-early
P0004753,Casual
P0004754,Casual
P0004755,Casual
P0004756,Casual
P0004757,Churned-early
P0004758,Casual
P0004759,Churned-early
P0004760,Casual
P0004761,Churned-early
P0004762,Casual
P0004763,Casual
P0004764,Casual
P0004765,Churned-early
P0004766,Churned-early
P0004767,Grinder-F2W
P0004768,Churned-early
P0004769,Churned-early
P0004770,Grinder-F2W
P0004771,Spender
P0004772,Churned-early
P0004773,Casual
P0004774,Churned-early
P0004775,Casual
P0004776,Spender
P0004777,Churned-early
P0004778,Spender
P0004779,Casual
P0004780,Churned-early
P0004781,Grinder-F2W
P0004782,Casual
P0004783,Grinder-F2W
P0004784,Churned-early
P0004785,Churned-early
P0004786,Casual
P0004787,Churned-early
P0004788,Casual
P0004789,Grinder-F2W
P0004790,Casual
P0004791,Grinder-F2W
P0004792,Churned-early
P0004793,Churned-early
P0004794,Casual
P0004795,Churned-early
P0004796,Churned-early
P0004797,Spender
P0004798,Casual
P0004799,Churned-early
P0004800,Grinder-F2W
P0004801,Casual
P0004802,Casual
P0004803,Casual
P0004804,Casual
P0004805,Grinder-F2W
P0004806,Casual
P0004807,Casual
P0004808,Casual
P0004809,Churned-early
P0004810,Casual
P0004811,Casual
P0004812,Casual
P0004813,Casual
P0004814,Casual
P0004815,Grinder-F2W
P0004816,Churned-early
P0004817,Churned-early
P0004818,Casual
P0004819,Churned-early
P0004820,Churned-early
P0004821,Casual
P0004822,Casual
P0004823,Casual
P0004824,Casual
P0004825,Casual
P0004826,Churned-early
P0004827,Casual
P0004828,Churned-early
P0004829,Casual
P0004830,Casual
P0004831,Casual
P0004832,Casual
P0004833,Churned-early
P0004834,Casual
P0004835,Grinder-F2W
P0004836,Casual
P0004837,Casual
P0004838,Churned-early
P0004839,Casual
P0004840,Grinder-F2W
P0004841,Churned-early
P0004842,Spender
P0004843,Churned-early
P0004844,Churned-early
P0004845,Churned-early
P0004846,Churned-early
P0004847,Casual
P0004848,Casual
P0004849,Casual
P0004850,Casual
P0004851,Grinder-F2W
P0004852,Casual
P0004853,Churned-early
P0004854,Churned-early
P0004855,Churned-early
P0004856,Casual
P0004857,Casual
P0004858,Casual
P0004859,Churned-early
P0004860,Casual
P0004861,Churned-early
P0004862,Churned-early
P0004863,Casual
P0004864,Churned-early
P0004865,Casual
P0004866,Churned-early
P0004867,Grinder-F2W
P0004868,Churned-early
P0004869,Churned-early
P0004870,Grinder-F2W
P0004871,Churned-early
P0004872,Casual
P0004873,Casual
P0004874,Casual
P0004875,Casual
P0004876,Casual
P0004877,Grinder-F2W
P0004878,Casual
P0004879,Casual
P0004880,Casual
P0004881,Whale
P0004882,Grinder-F2W
P0004883,Casual
P0004884,Grinder-F2W
P0004885,Casual
P0004886,Churned-early
P0004887,Casual
P0004888,Casual
P0004889,Spender
P0004890,Casual
P0004891,Spender
P0004892,Churned-early
P0004893,Churned-early
P0004894,Grinder-F2W
P0004895,Churned-early
P0004896,Grinder-F2W
P0004897,Churned-early
P0004898,Casual
P0004899,Casual
P0004900,Casual
P0004901,Churned-early
P0004902,Casual
P0004903,Casual
P0004904,Casual
P0004905,Grinder-F2W
P0004906,Casual
P0004907,Grinder-F2W
P0004908,Churned-early
P0004909,Churned-early
P0004910,Churned-early
P0004911,Casual
P0004912,Spender
P0004913,Grinder-F2W
P0004914,Spender
P0004915,Churned-early
P0004916,Casual
P0004917,Casual
P0004918,Churned-early
P0004919,Churned-early
P0004920,Churned-early
P0004921,Casual
P0004922,Churned-early
P0004923,Casual
P0004924,Churned-early
P0004925,Casual
P0004926,Churned-early
P0004927,Churned-early
P0004928,Churned-early
P0004929,Casual
P0004930,Churned-early
P0004931,Churned-early
P0004932,Casual
P0004933,Casual
P0004934,Casual
P0004935,Casual
P0004936,Casual
P0004937,Churned-early
P0004938,Grinder-F2W
P0004939,Churned-early
P0004940,Churned-early
P0004941,Churned-early
P0004942,Churned-early
P0004943,Casual
P0004944,Grinder-F2W
P0004945,Churned-early
P0004946,Casual
P0004947,Casual
P0004948,Casual
P0004949,Churned-early
P0004950,Churned-early
P0004951,Churned-early
P0004952,Churned-early
P0004953,Grinder-F2W
P0004954,Casual
P0004955,Casual
P0004956,Casual
P0004957,Churned-early
P0004958,Casual
P0004959,Grinder-F2W
P0004960,Casual
P0004961,Churned-early
P0004962,Casual
P0004963,Churned-early
P0004964,Casual
P0004965,Churned-early
P0004966,Grinder-F2W
P0004967,Casual
P0004968,Casual
P0004969,Casual
P0004970,Casual
P0004971,Casual
P0004972,Casual
P0004973,Churned-early
P0004974,Casual
P0004975,Spender
P0004976,Churned-early
P0004977,Casual
P0004978,Casual
P0004979,Churned-early
P0004980,Grinder-F2W
P0004981,Casual
P0004982,Churned-early
P0004983,Churned-early
P0004984,Grinder-F2W
P0004985,Spender
P0004986,Casual
P0004987,Casual
P0004988,Churned-early
P0004989,Casual
P0004990,Churned-early
P0004991,Casual
P0004992,Casual
P0004993,Churned-early
P0004994,Churned-early
P0004995,Casual
P0004996,Churned-early
P0004997,Casual
P0004998,Casual
P0004999,Casual
P0005000,Casual
P0005001,Churned-early
P0005002,Casual
P0005003,Casual
P0005004,Casual
P0005005,Grinder-F2W
P0005006,Casual
P0005007,Casual
P0005008,Churned-early
P0005009,Grinder-F2W
P0005010,Grinder-F2W
P0005011,Casual
P0005012,Churned-early
P0005013,Churned-early
P0005014,Grinder-F2W
P0005015,Grinder-F2W
P0005016,Spender
P0005017,Churned-early
P0005018,Casual
P0005019,Casual
P0005020,Churned-early
P0005021,Churned-early
P0005022,Churned-early
P0005023,Grinder-F2W
P0005024,Casual
P0005025,Casual
P0005026,Casual
P0005027,Casual
P0005028,Churned-early
P0005029,Churned-early
P0005030,Churned-early
P0005031,Casual
P0005032,Whale
P0005033,Grinder-F2W
P0005034,Casual
P0005035,Spender
P0005036,Churned-early
P0005037,Casual
P0005038,Casual
P0005039,Casual
P0005040,Churned-early
P0005041,Grinder-F2W
P0005042,Casual
P0005043,Churned-early
P0005044,Churned-early
P0005045,Whale
P0005046,Casual
P0005047,Casual
P0005048,Casual
P0005049,Churned-early
P0005050,Casual
P0005051,Casual
P0005052,Churned-early
P0005053,Casual
P0005054,Churned-early
P0005055,Casual
P0005056,Casual
P0005057,Casual
P0005058,Grinder-F2W
P0005059,Casual
P0005060,Casual
P0005061,Casual
P0005062,Churned-early
P0005063,Grinder-F2W
P0005064,Casual
P0005065,Casual
P0005066,Grinder-F2W
P0005067,Casual
P0005068,Churned-early
P0005069,Casual
P0005070,Grinder-F2W
P0005071,Casual
P0005072,Casual
P0005073,Casual
P0005074,Casual
P0005075,Casual
P0005076,Churned-early
P0005077,Grinder-F2W
P0005078,Whale
P0005079,Grinder-F2W
P0005080,Churned-early
P0005081,Churned-early
P0005082,Grinder-F2W
P0005083,Churned-early
P0005084,Grinder-F2W
P0005085,Casual
P0005086,Casual
P0005087,Churned-early
P0005088,Grinder-F2W
P0005089,Casual
P0005090,Churned-early
P0005091,Churned-early
P0005092,Churned-early
P0005093,Churned-early
P0005094,Casual
P0005095,Casual
P0005096,Casual
P0005097,Casual
P0005098,Grinder-F2W
P0005099,Casual
P0005100,Casual
P0005101,Grinder-F2W
P0005102,Grinder-F2W
P0005103,Casual
P0005104,Casual
P0005105,Churned-early
P0005106,Casual
P0005107,Churned-early
P0005108,Casual
P0005109,Casual
P0005110,Churned-early
P0005111,Casual
P0005112,Churned-early
P0005113,Grinder-F2W
P0005114,Churned-early
P0005115,Churned-early
P0005116,Casual
P0005117,Casual
P0005118,Whale
P0005119,Grinder-F2W
P0005120,Grinder-F2W
P0005121,Grinder-F2W
P0005122,Grinder-F2W
P0005123,Churned-early
P0005124,Grinder-F2W
P0005125,Churned-early
P0005126,Churned-early
P0005127,Casual
P0005128,Casual
P0005129,Churned-early
P0005130,Casual
P0005131,Casual
P0005132,Churned-early
P0005133,Casual
P0005134,Churned-early
P0005135,Grinder-F2W
P0005136,Casual
P0005137,Casual
P0005138,Grinder-F2W
P0005139,Churned-early
P0005140,Casual
P0005141,Casual
P0005142,Casual
P0005143,Churned-early
P0005144,Grinder-F2W
P0005145,Grinder-F2W
P0005146,Casual
P0005147,Casual
P0005148,Casual
P0005149,Spender
P0005150,Churned-early
P0005151,Casual
P0005152,Churned-early
P0005153,Casual
P0005154,Casual
P0005155,Churned-early
P0005156,Casual
P0005157,Grinder-F2W
P0005158,Casual
P0005159,Casual
P0005160,Casual
P0005161,Grinder-F2W
P0005162,Grinder-F2W
P0005163,Grinder-F2W
P0005164,Grinder-F2W
P0005165,Churned-early
P0005166,Casual
P0005167,Casual
P0005168,Grinder-F2W
P0005169,Grinder-F2W
P0005170,Grinder-F2W
P0005171,Casual
P0005172,Grinder-F2W
P0005173,Churned-early
P0005174,Churned-early
P0005175,Casual
P0005176,Casual
P0005177,Casual
P0005178,Churned-early
P0005179,Churned-early
P0005180,Grinder-F2W
P0005181,Casual
P0005182,Churned-early
P0005183,Casual
P0005184,Churned-early
P0005185,Churned-early
P0005186,Churned-early
P0005187,Casual
P0005188,Churned-early
P0005189,Casual
P0005190,Casual
P0005191,Casual
P0005192,Casual
P0005193,Grinder-F2W
P0005194,Churned-early
P0005195,Casual
P0005196,Casual
P0005197,Casual
P0005198,Casual
P0005199,Churned-early
P0005200,Grinder-F2W
P0005201,Churned-early
P0005202,Churned-early
P0005203,Casual
P0005204,Churned-early
P0005205,Churned-early
P0005206,Casual
P0005207,Grinder-F2W
P0005208,Casual
P0005209,Casual
P0005210,Casual
P0005211,Casual
P0005212,Casual
P0005213,Churned-early
P0005214,Grinder-F2W
P0005215,Casual
P0005216,Spender
P0005217,Casual
P0005218,Grinder-F2W
P0005219,Churned-early
P0005220,Casual
P0005221,Casual
P0005222,Churned-early
P0005223,Casual
P0005224,Grinder-F2W
P0005225,Casual
P0005226,Churned-early
P0005227,Churned-early
P0005228,Churned-early
P0005229,Churned-early
P0005230,Casual
P0005231,Casual
P0005232,Churned-early
P0005233,Casual
P0005234,Grinder-F2W
P0005235,Churned-early
P0005236,Casual
P0005237,Casual
P0005238,Churned-early
P0005239,Spender
P0005240,Casual
P0005241,Churned-early
P0005242,Whale
P0005243,Churned-early
P0005244,Casual
P0005245,Casual
P0005246,Grinder-F2W
P0005247,Grinder-F2W
P0005248,Casual
P0005249,Churned-early
P0005250,Churned-early
P0005251,Churned-early
P0005252,Casual
P0005253,Spender
P0005254,Casual
P0005255,Casual
P0005256,Churned-early
P0005257,Churned-early
P0005258,Casual
P0005259,Grinder-F2W
P0005260,Churned-early
P0005261,Casual
P0005262,Grinder-F2W
P0005263,Casual
P0005264,Churned-early
P0005265,Churned-early
P0005266,Casual
P0005267,Casual
P0005268,Churned-early
P0005269,Churned-early
P0005270,Casual
P0005271,Grinder-F2W
P0005272,Churned-early
P0005273,Casual
P0005274,Casual
P0005275,Churned-early
P0005276,Churned-early
P0005277,Casual
P0005278,Churned-early
P0005279,Grinder-F2W
P0005280,Churned-early
P0005281,Casual
P0005282,Casual
P0005283,Churned-early
P0005284,Casual
P0005285,Churned-early
P0005286,Grinder-F2W
P0005287,Grinder-F2W
P0005288,Grinder-F2W
P0005289,Churned-early
P0005290,Casual
P0005291,Churned-early
P0005292,Grinder-F2W
P0005293,Casual
P0005294,Casual
P0005295,Churned-early
P0005296,Casual
P0005297,Casual
P0005298,Casual
P0005299,Churned-early
P0005300,Casual
P0005301,Casual
P0005302,Casual
P0005303,Casual
P0005304,Casual
P0005305,Grinder-F2W
P0005306,Churned-early
P0005307,Spender
P0005308,Casual
P0005309,Casual
P0005310,Churned-early
P0005311,Casual
P0005312,Grinder-F2W
P0005313,Casual
P0005314,Churned-early
P0005315,Casual
P0005316,Casual
P0005317,Grinder-F2W
P0005318,Casual
P0005319,Churned-early
P0005320,Churned-early
P0005321,Churned-early
P0005322,Spender
P0005323,Churned-early
P0005324,Churned-early
P0005325,Churned-early
P0005326,Casual
P0005327,Casual
P0005328,Grinder-F2W
P0005329,Casual
P0005330,Churned-early
P0005331,Grinder-F2W
P0005332,Churned-early
P0005333,Churned-early
P0005334,Grinder-F2W
P0005335,Grinder-F2W
P0005336,Casual
P0005337,Casual
P0005338,Casual
P0005339,Casual
P0005340,Casual
P0005341,Grinder-F2W
P0005342,Grinder-F2W
P0005343,Casual
P0005344,Churned-early
P0005345,Churned-early
P0005346,Churned-early
P0005347,Grinder-F2W
P0005348,Casual
P0005349,Casual
P0005350,Casual
P0005351,Churned-early
P0005352,Grinder-F2W
P0005353,Grinder-F2W
P0005354,Casual
P0005355,Grinder-F2W
P0005356,Grinder-F2W
P0005357,Churned-early
P0005358,Churned-early
P0005359,Casual
P0005360,Churned-early
P0005361,Casual
P0005362,Casual
P0005363,Casual
P0005364,Casual
P0005365,Churned-early
P0005366,Churned-early
P0005367,Churned-early
P0005368,Casual
P0005369,Churned-early
P0005370,Churned-early
P0005371,Casual
P0005372,Casual
P0005373,Grinder-F2W
P0005374,Casual
P0005375,Churned-early
P0005376,Casual
P0005377,Grinder-F2W
P0005378,Grinder-F2W
P0005379,Churned-early
P0005380,Grinder-F2W
P0005381,Casual
P0005382,Churned-early
P0005383,Grinder-F2W
P0005384,Churned-early
P0005385,Spender
P0005386,Casual
P0005387,Casual
P0005388,Churned-early
P0005389,Casual
P0005390,Grinder-F2W
P0005391,Casual
P0005392,Churned-early
P0005393,Grinder-F2W
P0005394,Churned-early
P0005395,Casual
P0005396,Churned-early
P0005397,Churned-early
P0005398,Churned-early
P0005399,Grinder-F2W
P0005400,Grinder-F2W
P0005401,Churned-early
P0005402,Churned-early
P0005403,Whale
P0005404,Churned-early
P0005405,Casual
P0005406,Churned-early
P0005407,Grinder-F2W
P0005408,Churned-early
P0005409,Churned-early
P0005410,Grinder-F2W
P0005411,Churned-early
P0005412,Churned-early
P0005413,Grinder-F2W
P0005414,Casual
P0005415,Casual
P0005416,Churned-early
P0005417,Churned-early
P0005418,Casual
P0005419,Casual
P0005420,Casual
P0005421,Grinder-F2W
P0005422,Grinder-F2W
P0005423,Churned-early
P0005424,Casual
P0005425,Casual
P0005426,Casual
P0005427,Churned-early
P0005428,Spender
P0005429,Casual
P0005430,Casual
P0005431,Casual
P0005432,Churned-early
P0005433,Churned-early
P0005434,Grinder-F2W
P0005435,Grinder-F2W
P0005436,Casual
P0005437,Churned-early
P0005438,Casual
P0005439,Churned-early
P0005440,Casual
P0005441,Casual
P0005442,Grinder-F2W
P0005443,Casual
P0005444,Churned-early
P0005445,Casual
P0005446,Casual
P0005447,Churned-early
P0005448,Casual
P0005449,Churned-early
P0005450,Grinder-F2W
P0005451,Churned-early
P0005452,Churned-early
P0005453,Casual
P0005454,Casual
P0005455,Casual
P0005456,Casual
P0005457,Churned-early
P0005458,Casual
P0005459,Casual
P0005460,Churned-early
P0005461,Churned-early
P0005462,Casual
P0005463,Casual
P0005464,Casual
P0005465,Casual
P0005466,Casual
P0005467,Grinder-F2W
P0005468,Churned-early
P0005469,Casual
P0005470,Churned-early
P0005471,Churned-early
P0005472,Casual
P0005473,Casual
P0005474,Churned-early
P0005475,Grinder-F2W
P0005476,Casual
P0005477,Casual
P0005478,Churned-early
P0005479,Casual
P0005480,Casual
P0005481,Grinder-F2W
P0005482,Churned-early
P0005483,Churned-early
P0005484,Grinder-F2W
P0005485,Casual
P0005486,Casual
P0005487,Churned-early
P0005488,Grinder-F2W
P0005489,Grinder-F2W
P0005490,Casual
P0005491,Churned-early
P0005492,Grinder-F2W
P0005493,Grinder-F2W
P0005494,Churned-early
P0005495,Churned-early
P0005496,Churned-early
P0005497,Churned-early
P0005498,Casual
P0005499,Churned-early
P0005500,Casual
P0005501,Churned-early
P0005502,Churned-early
P0005503,Churned-early
P0005504,Churned-early
P0005505,Churned-early
P0005506,Casual
P0005507,Casual
P0005508,Grinder-F2W
P0005509,Casual
P0005510,Churned-early
P0005511,Churned-early
P0005512,Churned-early
P0005513,Churned-early
P0005514,Churned-early
P0005515,Churned-early
P0005516,Casual
P0005517,Casual
P0005518,Churned-early
P0005519,Churned-early
P0005520,Churned-early
P0005521,Casual
P0005522,Casual
P0005523,Churned-early
P0005524,Casual
P0005525,Casual
P0005526,Churned-early
P0005527,Churned-early
P0005528,Churned-early
P0005529,Casual
P0005530,Casual
P0005531,Casual
P0005532,Churned-early
P0005533,Casual
P0005534,Casual
P0005535,Grinder-F2W
P0005536,Casual
P0005537,Casual
P0005538,Grinder-F2W
P0005539,Grinder-F2W
P0005540,Casual
P0005541,Grinder-F2W
P0005542,Churned-early
P0005543,Grinder-F2W
P0005544,Churned-early
P0005545,Casual
P0005546,Spender
P0005547,Casual
P0005548,Grinder-F2W
P0005549,Casual
P0005550,Grinder-F2W
P0005551,Casual
P0005552,Churned-early
P0005553,Casual
P0005554,Grinder-F2W
P0005555,Grinder-F2W
P0005556,Churned-early
P0005557,Casual
P0005558,Churned-early
P0005559,Casual
P0005560,Casual
P0005561,Churned-early
P0005562,Grinder-F2W
P0005563,Churned-early
P0005564,Casual
P0005565,Casual
P0005566,Grinder-F2W
P0005567,Churned-early
P0005568,Grinder-F2W
P0005569,Casual
P0005570,Spender
P0005571,Casual
P0005572,Grinder-F2W
P0005573,Casual
P0005574,Churned-early
P0005575,Grinder-F2W
P0005576,Churned-early
P0005577,Casual
P0005578,Casual
P0005579,Whale
P0005580,Grinder-F2W
P0005581,Grinder-F2W
P0005582,Casual
P0005583,Churned-early
P0005584,Casual
P0005585,Grinder-F2W
P0005586,Churned-early
P0005587,Churned-early
P0005588,Casual
P0005589,Churned-early
P0005590,Churned-early
P0005591,Grinder-F2W
P0005592,Spender
P0005593,Churned-early
P0005594,Casual
P0005595,Casual
P0005596,Churned-early
P0005597,Churned-early
P0005598,Churned-early
P0005599,Churned-early
P0005600,Casual
P0005601,Grinder-F2W
P0005602,Casual
P0005603,Casual
P0005604,Spender
P0005605,Spender
P0005606,Casual
P0005607,Casual
P0005608,Grinder-F2W
P0005609,Churned-early
P0005610,Casual
P0005611,Churned-early
P0005612,Casual
P0005613,Churned-early
P0005614,Churned-early
P0005615,Churned-early
P0005616,Churned-early
P0005617,Casual
P0005618,Churned-early
P0005619,Casual
P0005620,Casual
P0005621,Churned-early
P0005622,Casual
P0005623,Churned-early
P0005624,Casual
P0005625,Casual
P0005626,Casual
P0005627,Casual
P0005628,Casual
P0005629,Grinder-F2W
P0005630,Grinder-F2W
P0005631,Casual
P0005632,Churned-early
P0005633,Churned-early
P0005634,Grinder-F2W
P0005635,Casual
P0005636,Casual
P0005637,Casual
P0005638,Churned-early
P0005639,Churned-early
P0005640,Casual
P0005641,Casual
P0005642,Churned-early
P0005643,Casual
P0005644,Grinder-F2W
P0005645,Churned-early
P0005646,Casual
P0005647,Churned-early
P0005648,Churned-early
P0005649,Churned-early
P0005650,Casual
P0005651,Churned-early
P0005652,Grinder-F2W
P0005653,Casual
P0005654,Churned-early
P0005655,Churned-early
P0005656,Grinder-F2W
P0005657,Churned-early
P0005658,Churned-early
P0005659,Casual
P0005660,Casual
P0005661,Casual
P0005662,Casual
P0005663,Churned-early
P0005664,Casual
P0005665,Churned-early
P0005666,Churned-early
P0005667,Churned-early
P0005668,Casual
P0005669,Casual
P0005670,Casual
P0005671,Grinder-F2W
P0005672,Grinder-F2W
P0005673,Casual
P0005674,Casual
P0005675,Casual
P0005676,Grinder-F2W
P0005677,Churned-early
P0005678,Churned-early
P0005679,Casual
P0005680,Grinder-F2W
P0005681,Churned-early
P0005682,Casual
P0005683,Casual
P0005684,Churned-early
P0005685,Casual
P0005686,Casual
P0005687,Churned-early
P0005688,Churned-early
P0005689,Casual
P0005690,Churned-early
P0005691,Whale
P0005692,Casual
P0005693,Grinder-F2W
P0005694,Casual
P0005695,Grinder-F2W
P0005696,Churned-early
P0005697,Spender
P0005698,Churned-early
P0005699,Churned-early
P0005700,Churned-early
P0005701,Churned-early
P0005702,Casual
P0005703,Churned-early
P0005704,Spender
P0005705,Casual
P0005706,Churned-early
P0005707,Churned-early
P0005708,Churned-early
P0005709,Grinder-F2W
P0005710,Churned-early
P0005711,Churned-early
P0005712,Churned-early
P0005713,Churned-early
P0005714,Casual
P0005715,Churned-early
P0005716,Casual
P0005717,Grinder-F2W
P0005718,Grinder-F2W
P0005719,Churned-early
P0005720,Grinder-F2W
P0005721,Churned-early
P0005722,Casual
P0005723,Grinder-F2W
P0005724,Churned-early
P0005725,Churned-early
P0005726,Grinder-F2W
P0005727,Casual
P0005728,Grinder-F2W
P0005729,Casual
P0005730,Churned-early
P0005731,Spender
P0005732,Grinder-F2W
P0005733,Churned-early
P0005734,Grinder-F2W
P0005735,Churned-early
P0005736,Grinder-F2W
P0005737,Casual
P0005738,Grinder-F2W
P0005739,Casual
P0005740,Casual
P0005741,Casual
P0005742,Churned-early
P0005743,Churned-early
P0005744,Churned-early
P0005745,Casual
P0005746,Churned-early
P0005747,Grinder-F2W
P0005748,Grinder-F2W
P0005749,Churned-early
P0005750,Casual
P0005751,Grinder-F2W
P0005752,Casual
P0005753,Churned-early
P0005754,Grinder-F2W
P0005755,Spender
P0005756,Casual
P0005757,Casual
P0005758,Casual
P0005759,Churned-early
P0005760,Grinder-F2W
P0005761,Casual
P0005762,Casual
P0005763,Casual
P0005764,Casual
P0005765,Casual
P0005766,Churned-early
P0005767,Casual
P0005768,Casual
P0005769,Grinder-F2W
P0005770,Churned-early
P0005771,Churned-early
P0005772,Casual
P0005773,Churned-early
P0005774,Casual
P0005775,Casual
P0005776,Casual
P0005777,Casual
P0005778,Grinder-F2W
P0005779,Churned-early
P0005780,Casual
P0005781,Churned-early
P0005782,Casual
P0005783,Churned-early
P0005784,Casual
P0005785,Casual
P0005786,Casual
P0005787,Casual
P0005788,Casual
P0005789,Grinder-F2W
P0005790,Churned-early
P0005791,Churned-early
P0005792,Spender
P0005793,Casual
P0005794,Grinder-F2W
P0005795,Casual
P0005796,Casual
P0005797,Grinder-F2W
P0005798,Grinder-F2W
P0005799,Casual
P0005800,Grinder-F2W
P0005801,Casual
P0005802,Churned-early
P0005803,Casual
P0005804,Churned-early
P0005805,Casual
P0005806,Casual
P0005807,Churned-early
P0005808,Grinder-F2W
P0005809,Casual
P0005810,Churned-early
P0005811,Churned-early
P0005812,Casual
P0005813,Casual
P0005814,Casual
P0005815,Churned-early
P0005816,Grinder-F2W
P0005817,Grinder-F2W
P0005818,Grinder-F2W
P0005819,Churned-early
P0005820,Grinder-F2W
P0005821,Casual
P0005822,Casual
P0005823,Casual
P0005824,Grinder-F2W
P0005825,Casual
P0005826,Casual
P0005827,Churned-early
P0005828,Casual
P0005829,Grinder-F2W
P0005830,Casual
P0005831,Churned-early
P0005832,Churned-early
P0005833,Grinder-F2W
P0005834,Churned-early
P0005835,Churned-early
P0005836,Churned-early
P0005837,Grinder-F2W
P0005838,Casual
P0005839,Casual
P0005840,Grinder-F2W
P0005841,Churned-early
P0005842,Churned-early
P0005843,Casual
P0005844,Casual
P0005845,Casual
P0005846,Casual
P0005847,Casual
P0005848,Casual
P0005849,Churned-early
P0005850,Churned-early
P0005851,Casual
P0005852,Spender
P0005853,Churned-early
P0005854,Churned-early
P0005855,Churned-early
P0005856,Grinder-F2W
P0005857,Casual
P0005858,Casual
P0005859,Churned-early
P0005860,Grinder-F2W
P0005861,Casual
P0005862,Churned-early
P0005863,Churned-early
P0005864,Churned-early
P0005865,Churned-early
P0005866,Churned-early
P0005867,Casual
P0005868,Churned-early
P0005869,Casual
P0005870,Grinder-F2W
P0005871,Casual
P0005872,Grinder-F2W
P0005873,Casual
P0005874,Churned-early
P0005875,Spender
P0005876,Churned-early
P0005877,Churned-early
P0005878,Churned-early
P0005879,Casual
P0005880,Churned-early
P0005881,Grinder-F2W
P0005882,Casual
P0005883,Churned-early
P0005884,Churned-early
P0005885,Churned-early
P0005886,Casual
P0005887,Casual
P0005888,Casual
P0005889,Churned-early
P0005890,Churned-early
P0005891,Churned-early
P0005892,Casual
P0005893,Casual
P0005894,Casual
P0005895,Casual
P0005896,Churned-early
P0005897,Churned-early
P0005898,Churned-early
P0005899,Casual
P0005900,Grinder-F2W
P0005901,Casual
P0005902,Churned-early
P0005903,Churned-early
P0005904,Churned-early
P0005905,Casual
P0005906,Churned-early
P0005907,Casual
P0005908,Churned-early
P0005909,Casual
P0005910,Churned-early
P0005911,Casual
P0005912,Churned-early
P0005913,Casual
P0005914,Grinder-F2W
P0005915,Churned-early
P0005916,Casual
P0005917,Grinder-F2W
P0005918,Churned-early
P0005919,Casual
P0005920,Casual
P0005921,Grinder-F2W
P0005922,Churned-early
P0005923,Churned-early
P0005924,Casual
P0005925,Casual
P0005926,Churned-early
P0005927,Casual
P0005928,Churned-early
P0005929,Churned-early
P0005930,Casual
P0005931,Churned-early
P0005932,Casual
P0005933,Casual
P0005934,Churned-early
P0005935,Churned-early
P0005936,Churned-early
P0005937,Churned-early
P0005938,Churned-early
P0005939,Churned-early
P0005940,Whale
P0005941,Casual
P0005942,Casual
P0005943,Churned-early
P0005944,Grinder-F2W
P0005945,Casual
P0005946,Churned-early
P0005947,Churned-early
P0005948,Grinder-F2W
P0005949,Casual
P0005950,Spender
P0005951,Grinder-F2W
P0005952,Casual
