player_id,install_date,platform,country,acquisition_channel,is_payer,total_iap_usd,last_active_date,days_active,total_sessions,total_playtime_min,ab_group,total_matches_played,total_wins,win_rate,currency_earned_total,currency_spent_total,gems_earned_total,gems_spent_total,characters_owned,promoted_characters,legendary_count
P0009706,2026-04-16,iOS,GB,Organic,False,0.0,2026-06-17,5,9,52.03,control,16,4,0.25,660,303,8,1,3,0,0
P0009707,2026-04-26,Android,GB,Meta Ads,False,0.0,2026-07-02,19,94,697.73,variant,266,102,0.3835,9726,6550,42,1843,7,0,0
P0009708,2026-05-30,iOS,DE,Meta Ads,False,0.0,2026-06-29,8,20,103.57,control,44,29,0.6591,1833,819,10,1,3,0,0
P0009709,2026-05-16,iOS,US,Organic,False,0.0,2026-05-16,1,4,20.18,control,5,3,0.6,343,147,2,1,3,0,0
P0009710,2026-06-03,Android,AU,Meta Ads,False,0.0,2026-06-29,10,48,440.58,control,112,64,0.5714,4249,2268,35,474,4,0,0
P0009711,2026-04-13,Android,US,Apple Search Ads,False,0.0,2026-06-12,10,49,461.36,control,108,76,0.7037,5199,3040,19,720,4,0,0
P0009712,2026-04-06,iOS,MX,Organic,False,0.0,2026-06-04,11,29,161.0,variant,58,7,0.1207,2061,1322,19,496,4,0,0
P0009713,2026-06-03,iOS,IN,Google UAC,False,0.0,2026-06-23,8,16,87.48,variant,33,10,0.303,1354,1036,6,517,3,0,0
P0009714,2026-05-23,Android,CA,Cross-promo,False,0.0,2026-06-16,2,7,22.48,control,18,6,0.3333,670,230,5,1,3,0,0
P0009715,2026-04-01,Android,US,Organic,False,0.0,2026-05-26,2,4,16.29,control,6,2,0.3333,179,106,1,0,3,0,0
P0009716,2026-06-08,Android,PH,Organic,False,0.0,2026-07-01,8,21,89.58,variant,51,26,0.5098,1932,932,13,198,3,0,0
P0009717,2026-04-30,iOS,BR,Google UAC,False,0.0,2026-04-30,1,5,31.74,control,4,1,0.25,262,152,2,0,3,0,0
P0009718,2026-06-01,Android,BR,Organic,False,0.0,2026-07-05,4,8,52.64,control,22,11,0.5,913,516,7,2,3,0,0
P0009719,2026-04-05,iOS,US,Organic,False,0.0,2026-04-05,1,5,11.23,variant,13,6,0.4615,608,258,6,0,3,0,0
P0009720,2026-06-05,iOS,US,Meta Ads,False,0.0,2026-06-11,3,8,50.97,control,15,11,0.7333,862,414,8,277,3,0,0
P0009721,2026-04-27,Android,BR,TikTok Ads,False,0.0,2026-07-02,9,27,171.08,variant,55,23,0.4182,2152,1341,14,163,3,0,0
P0009722,2026-05-13,iOS,AU,Influencer,False,0.0,2026-05-22,2,6,38.2,control,10,5,0.5,526,517,9,224,3,0,0
P0009723,2026-03-26,iOS,BR,Google UAC,False,0.0,2026-03-26,1,3,15.67,control,4,0,0.0,143,20,1,0,3,0,0
P0009724,2026-06-06,Android,BR,Organic,False,0.0,2026-06-13,2,6,25.33,control,10,4,0.4,435,159,3,1,3,0,0
P0009725,2026-06-20,Android,NG,Organic,False,0.0,2026-06-20,1,3,6.0,control,7,2,0.2857,305,277,1,251,3,0,0
P0009726,2026-07-06,iOS,US,Organic,False,0.0,2026-07-06,1,1,2.93,variant,2,0,0.0,75,32,0,0,3,0,0
P0009727,2026-04-30,iOS,Other,Organic,False,0.0,2026-07-01,6,24,119.38,control,41,15,0.3659,1804,634,14,1,3,0,0
P0009728,2026-03-28,iOS,US,Organic,False,0.0,2026-07-02,7,20,112.37,variant,53,28,0.5283,2210,1118,14,210,3,0,0
P0009729,2026-03-18,iOS,BR,TikTok Ads,False,0.0,2026-06-28,23,126,1335.61,variant,321,125,0.3894,11722,5904,66,1300,8,0,0
P0009730,2026-05-08,Android,PH,Organic,False,0.0,2026-05-08,1,2,11.96,variant,6,1,0.1667,141,77,1,0,3,0,0
P0009731,2026-04-22,Android,GB,Cross-promo,False,0.0,2026-06-29,10,31,194.97,control,61,23,0.377,2673,1661,20,546,4,0,0
P0009732,2026-05-29,Android,PH,Google UAC,False,0.0,2026-06-05,3,7,30.34,variant,12,7,0.5833,543,292,2,0,3,0,0
P0009733,2026-04-10,Android,IN,Cross-promo,False,0.0,2026-04-10,1,1,2.68,control,3,0,0.0,84,28,1,0,3,0,0
P0009734,2026-06-12,iOS,BR,Organic,False,0.0,2026-07-06,13,68,573.2,variant,180,116,0.6444,7183,4438,35,1021,6,0,0
P0009735,2026-06-01,iOS,NG,Organic,False,0.0,2026-06-28,7,20,156.81,control,46,20,0.4348,1819,1246,7,561,3,0,0
P0009736,2026-03-22,Android,Other,Organic,False,0.0,2026-04-25,8,18,118.63,variant,36,20,0.5556,1673,744,19,0,3,0,0
P0009737,2026-05-31,Android,US,Meta Ads,False,0.0,2026-07-08,11,59,523.19,control,181,114,0.6298,6936,3827,33,510,5,0,0
P0009738,2026-05-23,iOS,FR,Organic,False,0.0,2026-06-10,8,25,201.46,variant,44,10,0.2273,1816,1627,11,965,4,0,0
P0009739,2026-03-10,iOS,IN,Organic,False,0.0,2026-03-10,1,1,2.36,variant,3,1,0.3333,90,37,2,0,3,0,0
P0009740,2026-07-06,iOS,NG,Google UAC,False,0.0,2026-07-07,2,3,10.58,control,3,2,0.6667,207,124,1,0,3,0,0
P0009741,2026-05-19,iOS,Other,Google UAC,False,0.0,2026-07-03,15,78,724.41,variant,215,90,0.4186,7772,4205,41,715,6,0,0
P0009742,2026-05-25,Android,Other,Meta Ads,False,0.0,2026-06-20,6,18,97.81,variant,38,6,0.1579,1144,739,9,213,3,0,0
P0009743,2026-03-22,Android,CA,TikTok Ads,False,0.0,2026-07-05,27,203,1919.46,variant,567,265,0.4674,20087,12097,69,1482,13,0,0
P0009744,2026-05-13,iOS,US,Apple Search Ads,False,0.0,2026-06-05,4,9,53.65,variant,16,7,0.4375,631,528,6,271,3,0,0
P0009745,2026-03-21,iOS,US,Meta Ads,True,1200.64,2026-07-08,65,478,5045.66,variant,1443,1135,0.7866,61330,106376,98326,116365,95,14,7
P0009746,2026-05-21,Android,BR,Organic,False,0.0,2026-05-23,3,8,47.74,variant,10,1,0.1,413,184,4,0,3,0,0
P0009747,2026-07-02,iOS,IN,TikTok Ads,False,0.0,2026-07-02,1,2,8.5,variant,2,1,0.5,113,61,1,0,3,0,0
P0009748,2026-03-17,iOS,CA,Google UAC,True,28.05,2026-05-13,9,28,200.32,control,59,31,0.5254,2675,3068,2289,1872,4,0,0
P0009749,2026-05-25,iOS,DE,Organic,False,0.0,2026-05-27,2,3,15.15,control,8,5,0.625,323,85,4,0,3,0,0
P0009750,2026-04-08,iOS,CA,Google UAC,False,0.0,2026-04-08,1,6,13.28,variant,6,3,0.5,542,403,1,0,3,0,0
P0009751,2026-03-20,iOS,DE,Organic,False,0.0,2026-03-20,1,2,10.29,control,7,5,0.7143,216,128,4,0,3,0,0
P0009752,2026-05-31,iOS,BR,Organic,False,0.0,2026-06-01,2,3,16.61,control,7,3,0.4286,220,92,3,1,3,0,0
P0009753,2026-04-08,iOS,MX,TikTok Ads,False,0.0,2026-04-08,1,2,5.04,variant,5,1,0.2,179,86,2,1,3,0,0
P0009754,2026-03-28,iOS,US,Meta Ads,False,0.0,2026-06-01,8,21,110.37,variant,35,23,0.6571,1587,764,12,3,3,0,0
P0009755,2026-06-14,Android,DE,Organic,False,0.0,2026-06-19,2,7,20.37,control,7,1,0.1429,492,246,4,0,3,0,0
P0009756,2026-04-06,Android,NG,Meta Ads,False,0.0,2026-05-19,4,8,61.38,variant,11,5,0.4545,540,419,7,264,3,0,0
P0009757,2026-06-25,Android,US,Meta Ads,False,0.0,2026-06-26,2,6,16.57,control,13,6,0.4615,539,243,4,0,3,0,0
P0009758,2026-03-23,Android,US,Meta Ads,False,0.0,2026-07-06,8,22,144.36,variant,44,8,0.1818,1767,1129,4,1,3,0,0
P0009759,2026-05-26,iOS,DE,Organic,False,0.0,2026-06-26,7,19,122.18,control,33,13,0.3939,1353,894,14,265,3,0,0
P0009760,2026-03-10,Android,GB,TikTok Ads,False,0.0,2026-04-18,6,22,168.7,variant,42,18,0.4286,1661,657,13,3,3,0,0
P0009761,2026-04-17,Android,US,Apple Search Ads,False,0.0,2026-04-17,1,2,4.0,variant,5,3,0.6,213,81,4,1,3,0,0
P0009762,2026-04-18,Android,IN,Google UAC,False,0.0,2026-07-01,4,8,72.0,control,12,7,0.5833,721,622,11,258,3,0,0
P0009763,2026-03-24,iOS,GB,Google UAC,False,0.0,2026-06-09,13,43,211.96,variant,73,31,0.4247,3160,2220,21,719,4,0,0
P0009764,2026-04-24,Android,PH,Organic,False,0.0,2026-04-24,1,2,10.0,control,5,0,0.0,198,50,2,1,3,0,0
P0009765,2026-06-10,Android,IN,Apple Search Ads,False,0.0,2026-06-10,1,2,10.65,control,4,1,0.25,170,100,0,0,3,0,0
P0009766,2026-06-27,iOS,BR,Google UAC,False,0.0,2026-06-28,2,4,12.66,control,3,1,0.3333,250,288,3,265,3,0,0
P0009767,2026-06-29,Android,Other,Organic,False,0.0,2026-06-30,2,4,19.91,variant,6,1,0.1667,203,126,4,1,3,0,0
P0009768,2026-04-25,Android,US,Cross-promo,True,30.56,2026-07-08,41,213,1587.59,variant,528,317,0.6004,22357,15843,2467,7200,19,1,3
P0009769,2026-03-15,iOS,GB,Organic,False,0.0,2026-03-15,1,5,19.29,control,9,4,0.4444,398,239,0,0,3,0,0
P0009770,2026-04-29,Android,GB,Meta Ads,False,0.0,2026-07-01,9,29,126.34,variant,68,25,0.3676,2602,1786,15,219,4,0,0
P0009771,2026-06-01,iOS,US,Google UAC,False,0.0,2026-07-07,6,15,84.98,variant,29,14,0.4828,1192,629,10,277,3,0,0
P0009772,2026-03-31,Android,BR,Organic,False,0.0,2026-04-30,11,30,160.3,variant,58,40,0.6897,2644,1739,20,454,4,0,0
P0009773,2026-05-13,iOS,US,Google UAC,False,0.0,2026-05-30,2,5,26.81,control,9,3,0.3333,349,241,6,277,3,0,0
P0009774,2026-06-21,Android,BR,Google UAC,False,0.0,2026-07-08,6,29,194.99,variant,60,26,0.4333,2546,1091,20,259,4,0,0
P0009775,2026-06-28,Android,NG,Organic,False,0.0,2026-07-07,10,38,335.85,control,97,41,0.4227,3795,1970,27,2,4,0,0
P0009776,2026-03-27,iOS,PH,Organic,False,0.0,2026-06-15,23,117,978.43,variant,297,110,0.3704,9941,7117,53,1588,8,0,0
P0009777,2026-03-15,Android,IN,Organic,False,0.0,2026-06-04,11,37,247.15,control,69,21,0.3043,2804,1797,27,243,4,0,0
P0009778,2026-06-21,iOS,FR,Organic,False,0.0,2026-06-21,1,1,4.19,control,1,0,0.0,62,33,1,1,3,0,0
P0009779,2026-05-14,iOS,US,TikTok Ads,False,0.0,2026-07-02,8,22,136.88,variant,42,15,0.3571,1785,1072,17,187,3,0,0
P0009780,2026-05-03,Android,GB,Meta Ads,False,0.0,2026-05-03,1,1,7.7,control,4,1,0.25,116,89,2,0,3,0,0
P0009781,2026-06-07,iOS,CA,Organic,False,0.0,2026-07-08,9,28,171.82,variant,44,22,0.5,2111,1895,10,707,3,0,0
P0009782,2026-04-01,iOS,US,Meta Ads,False,0.0,2026-06-09,6,14,88.44,variant,23,14,0.6087,1160,896,9,231,3,0,0
P0009783,2026-06-06,Android,Other,Organic,False,0.0,2026-06-18,5,19,78.72,variant,38,12,0.3158,1480,1187,9,276,3,0,0
P0009784,2026-06-03,iOS,Other,Meta Ads,False,0.0,2026-06-29,7,18,95.03,variant,32,8,0.25,1270,734,7,276,3,0,0
P0009785,2026-05-07,iOS,Other,Meta Ads,False,0.0,2026-06-25,12,53,512.25,variant,128,74,0.5781,4528,3408,26,1032,6,0,1
P0009786,2026-07-02,Android,NG,TikTok Ads,False,0.0,2026-07-08,4,30,332.35,variant,75,34,0.4533,2931,1563,10,210,4,0,0
P0009787,2026-04-10,iOS,IN,TikTok Ads,False,0.0,2026-06-23,23,120,1037.21,variant,318,143,0.4497,11020,7231,59,629,8,0,0
P0009788,2026-04-29,Android,CA,Organic,False,0.0,2026-04-29,1,1,4.15,control,1,0,0.0,43,17,4,0,3,0,0
P0009789,2026-04-08,Android,Other,Organic,False,0.0,2026-06-21,14,79,832.89,control,220,146,0.6636,8789,5307,46,459,6,0,0
P0009790,2026-03-28,Android,IN,Organic,False,0.0,2026-05-06,7,22,162.89,control,49,16,0.3265,1865,994,17,0,3,0,0
P0009791,2026-05-14,iOS,MX,Google UAC,False,0.0,2026-06-17,7,18,87.75,control,38,14,0.3684,1578,1381,17,824,3,0,0
P0009792,2026-06-07,Android,CA,Meta Ads,False,0.0,2026-07-03,13,54,454.36,variant,132,67,0.5076,5048,3563,32,927,6,0,1
P0009793,2026-03-21,Android,GB,Meta Ads,False,0.0,2026-03-21,1,5,23.58,variant,7,4,0.5714,266,127,2,1,3,0,0
P0009794,2026-06-20,Android,DE,Google UAC,False,0.0,2026-06-29,2,3,10.33,control,5,0,0.0,188,100,2,0,3,0,0
P0009795,2026-03-25,Android,BR,Meta Ads,False,0.0,2026-07-03,15,61,469.29,variant,163,71,0.4356,6065,4267,31,1165,5,0,0
P0009796,2026-05-04,iOS,CA,Organic,False,0.0,2026-05-04,1,3,14.48,variant,8,3,0.375,289,203,3,1,3,0,0
P0009797,2026-07-04,Android,MX,Google UAC,False,0.0,2026-07-08,4,14,60.41,variant,30,23,0.7667,1111,412,9,1,3,0,0
P0009798,2026-03-24,Android,US,Meta Ads,False,0.0,2026-07-08,10,16,77.9,control,23,12,0.5217,1161,736,11,273,3,0,0
P0009799,2026-04-01,Android,GB,TikTok Ads,False,0.0,2026-04-03,2,3,7.31,control,4,4,1.0,307,122,4,2,3,0,0
P0009800,2026-05-22,iOS,IN,Organic,False,0.0,2026-06-17,8,15,100.09,variant,19,6,0.3158,1000,848,16,517,3,0,0
P0009801,2026-06-07,Android,FR,Organic,False,0.0,2026-07-08,16,95,971.74,control,277,153,0.5523,10839,6152,53,778,7,0,0
P0009802,2026-05-01,iOS,US,Meta Ads,False,0.0,2026-06-09,5,11,48.85,control,23,9,0.3913,925,510,9,4,3,0,0
P0009803,2026-05-03,iOS,BR,Google UAC,False,0.0,2026-05-03,1,2,9.33,control,7,6,0.8571,307,0,5,1,3,0,0
P0009804,2026-05-08,iOS,US,Organic,False,0.0,2026-05-08,1,1,6.28,control,4,2,0.5,145,69,0,0,3,0,0
P0009805,2026-05-24,iOS,US,Apple Search Ads,False,0.0,2026-06-26,5,9,48.63,variant,16,10,0.625,710,371,9,235,3,0,0
P0009806,2026-06-21,Android,US,Meta Ads,False,0.0,2026-06-21,1,2,4.0,control,4,1,0.25,130,93,2,0,3,0,0
P0009807,2026-05-16,iOS,US,Meta Ads,False,0.0,2026-06-21,6,17,141.73,control,41,26,0.6341,1656,765,13,3,3,0,0
P0009808,2026-04-07,Android,IN,Cross-promo,False,0.0,2026-05-05,10,30,182.31,variant,57,31,0.5439,2617,1973,14,518,4,0,0
P0009809,2026-06-23,Android,PH,Organic,False,0.0,2026-06-23,1,4,8.0,variant,12,6,0.5,534,261,0,0,3,0,0
P0009810,2026-03-28,iOS,GB,Meta Ads,False,0.0,2026-06-04,8,16,104.5,control,22,4,0.1818,992,762,10,568,4,0,1
P0009811,2026-06-08,Android,US,Organic,True,178.53,2026-07-07,23,130,1196.92,control,304,169,0.5559,12123,16536,14402,14842,20,1,1
P0009812,2026-05-31,Android,US,Google UAC,False,0.0,2026-07-05,4,13,74.87,control,14,4,0.2857,815,444,11,3,3,0,0
P0009813,2026-06-11,Android,GB,Apple Search Ads,False,0.0,2026-07-02,4,11,97.19,control,29,16,0.5517,1324,967,8,365,3,0,0
P0009814,2026-04-29,Android,CA,TikTok Ads,False,0.0,2026-04-29,1,2,5.48,control,5,0,0.0,110,119,1,0,3,0,0
P0009815,2026-05-05,iOS,NG,Cross-promo,False,0.0,2026-05-29,3,7,43.67,control,13,7,0.5385,703,231,2,0,3,0,0
P0009816,2026-05-09,Android,BR,TikTok Ads,False,0.0,2026-05-09,1,1,3.74,variant,4,3,0.75,167,264,2,255,3,0,0
P0009817,2026-04-26,iOS,BR,Meta Ads,False,0.0,2026-05-30,6,14,99.51,control,32,20,0.625,1422,1319,10,673,3,0,0
P0009818,2026-03-25,Android,IN,TikTok Ads,False,0.0,2026-03-25,1,2,8.04,control,7,1,0.1429,207,104,0,0,3,0,0
P0009819,2026-03-31,Android,US,Organic,False,0.0,2026-03-31,1,1,3.6,variant,5,2,0.4,139,60,0,0,3,0,0
P0009820,2026-05-18,Android,BR,Organic,False,0.0,2026-05-18,1,1,4.09,control,3,0,0.0,80,35,2,1,3,0,0
P0009821,2026-05-27,Android,Other,Apple Search Ads,False,0.0,2026-07-08,19,137,1219.47,control,353,176,0.4986,12668,6734,71,1063,8,0,0
P0009822,2026-04-07,Android,US,Google UAC,False,0.0,2026-04-07,1,2,4.28,control,5,2,0.4,158,76,3,0,3,0,0
P0009823,2026-03-17,iOS,AU,Influencer,False,0.0,2026-06-30,20,90,802.06,variant,244,147,0.6025,9276,5768,46,1386,7,0,0
P0009824,2026-05-08,iOS,US,Organic,False,0.0,2026-06-14,7,19,125.73,variant,37,14,0.3784,1548,880,13,3,3,0,0
P0009825,2026-05-30,Android,IN,Meta Ads,False,0.0,2026-06-10,2,4,9.12,variant,6,0,0.0,196,85,4,2,3,0,0
P0009826,2026-06-18,iOS,GB,Influencer,False,0.0,2026-07-06,8,16,100.12,control,38,22,0.5789,1633,944,14,288,3,0,0
P0009827,2026-04-30,Android,GB,Google UAC,False,0.0,2026-07-04,15,75,671.38,control,193,102,0.5285,7779,4472,33,1035,6,0,0
P0009828,2026-05-01,iOS,US,Meta Ads,False,0.0,2026-05-29,7,18,120.68,control,28,3,0.1071,1116,710,14,241,3,0,0
P0009829,2026-04-05,Android,BR,Meta Ads,False,0.0,2026-04-05,1,1,4.01,control,7,0,0.0,117,23,1,0,3,0,0
P0009830,2026-03-24,iOS,US,TikTok Ads,False,0.0,2026-03-24,1,3,15.7,control,7,4,0.5714,208,48,2,0,3,0,0
P0009831,2026-03-10,Android,NG,Meta Ads,False,0.0,2026-06-27,4,11,67.29,control,17,3,0.1765,675,360,7,1,3,0,0
P0009832,2026-03-21,iOS,MX,Google UAC,False,0.0,2026-03-21,1,2,9.58,control,6,2,0.3333,186,106,0,0,3,0,0
P0009833,2026-03-30,iOS,FR,Apple Search Ads,False,0.0,2026-04-25,6,10,56.64,variant,21,2,0.0952,697,708,7,495,3,0,0
P0009834,2026-03-12,Android,PH,Meta Ads,False,0.0,2026-04-13,5,10,47.59,variant,15,5,0.3333,662,354,7,1,3,0,0
P0009835,2026-05-09,Android,BR,Organic,False,0.0,2026-07-01,7,14,91.12,variant,32,19,0.5938,1584,1198,13,484,3,0,0
P0009836,2026-04-07,Android,US,Meta Ads,False,0.0,2026-04-17,3,4,8.29,control,5,1,0.2,203,85,4,2,3,0,0
P0009837,2026-05-05,iOS,MX,Organic,False,0.0,2026-06-28,6,14,80.01,variant,27,24,0.8889,1565,684,12,1,3,0,0
P0009838,2026-04-18,iOS,CA,Meta Ads,True,61.64,2026-07-07,39,198,1462.17,variant,464,252,0.5431,19175,20192,5543,14093,24,2,3
P0009839,2026-05-03,iOS,IN,Google UAC,False,0.0,2026-07-06,22,105,1054.18,control,272,207,0.761,12024,7316,75,1922,8,0,1
P0009840,2026-04-02,Android,US,Organic,False,0.0,2026-04-02,1,5,15.08,control,9,1,0.1111,258,70,1,0,3,0,0
P0009841,2026-04-27,iOS,FR,Organic,False,0.0,2026-04-27,1,2,4.0,variant,5,0,0.0,88,20,0,0,3,0,0
P0009842,2026-03-23,Android,US,Organic,False,0.0,2026-07-03,25,111,1100.59,variant,285,159,0.5579,11102,5818,61,1323,7,0,0
P0009843,2026-05-22,iOS,US,Google UAC,False,0.0,2026-07-03,7,16,98.44,control,29,13,0.4483,1289,829,12,3,3,0,0
P0009844,2026-03-27,Android,MX,Google UAC,False,0.0,2026-06-19,42,223,1753.62,control,537,326,0.6071,22660,15822,107,8384,17,0,0
P0009845,2026-06-27,Android,BR,Google UAC,False,0.0,2026-06-27,1,3,11.54,variant,10,5,0.5,324,80,1,0,3,0,0
P0009846,2026-06-07,iOS,US,Organic,False,0.0,2026-07-03,15,83,822.87,control,222,151,0.6802,9036,5262,44,1158,6,0,0
P0009847,2026-06-05,Android,Other,Meta Ads,False,0.0,2026-07-05,8,28,228.17,variant,51,19,0.3725,2321,1042,15,3,3,0,0
P0009848,2026-06-30,Android,GB,Meta Ads,False,0.0,2026-07-06,7,26,175.0,control,70,47,0.6714,2974,2346,20,1399,4,0,0
P0009849,2026-03-20,iOS,DE,Apple Search Ads,False,0.0,2026-06-08,8,23,127.21,control,51,14,0.2745,1772,1029,15,232,3,0,0
P0009850,2026-05-04,Android,AU,Google UAC,False,0.0,2026-06-24,10,32,214.56,control,61,18,0.2951,2507,1539,22,2,3,0,0
P0009851,2026-03-25,iOS,CA,Google UAC,False,0.0,2026-06-03,7,18,104.77,variant,30,20,0.6667,1497,756,10,0,3,0,0
P0009852,2026-04-26,iOS,US,Apple Search Ads,False,0.0,2026-06-21,4,7,46.6,control,15,10,0.6667,692,618,8,291,3,0,0
P0009853,2026-06-22,iOS,IN,Organic,False,0.0,2026-06-25,2,3,13.64,variant,7,2,0.2857,286,125,3,2,3,0,0
P0009854,2026-03-25,Android,GB,Apple Search Ads,True,20.62,2026-07-02,33,175,1380.49,control,411,238,0.5791,17005,13506,1786,7985,15,0,0
P0009855,2026-06-26,Android,CA,Organic,False,0.0,2026-07-08,5,13,81.77,variant,19,8,0.4211,984,589,9,1,3,0,0
P0009856,2026-03-26,iOS,GB,TikTok Ads,False,0.0,2026-03-26,1,3,6.99,variant,9,8,0.8889,436,208,4,0,3,0,0
P0009857,2026-04-30,Android,US,Organic,False,0.0,2026-06-18,8,21,122.95,control,43,19,0.4419,1647,951,15,315,3,0,0
P0009858,2026-05-16,Android,DE,Meta Ads,False,0.0,2026-07-07,25,143,1263.01,control,386,155,0.4016,13399,8082,54,1648,10,0,0
P0009859,2026-04-15,Android,US,Organic,False,0.0,2026-06-30,21,96,806.97,variant,265,176,0.6642,9705,5305,52,747,7,0,0
P0009860,2026-06-22,Android,Other,Meta Ads,False,0.0,2026-07-03,5,14,84.64,control,27,7,0.2593,1152,741,8,268,3,0,0
P0009861,2026-04-24,iOS,MX,Apple Search Ads,False,0.0,2026-06-01,6,17,129.46,variant,30,13,0.4333,1342,878,6,265,3,0,0
P0009862,2026-05-06,Android,US,Google UAC,False,0.0,2026-07-05,14,63,535.53,control,192,116,0.6042,7183,4224,39,718,6,0,0
P0009863,2026-06-27,Android,Other,Meta Ads,False,0.0,2026-07-06,4,13,69.58,variant,27,13,0.4815,1330,707,4,1,3,0,0
P0009864,2026-06-21,iOS,GB,Organic,False,0.0,2026-06-21,1,2,17.77,control,3,0,0.0,111,43,1,0,3,0,0
P0009865,2026-04-16,Android,US,Organic,False,0.0,2026-07-08,27,150,1370.44,control,366,228,0.623,15190,9124,86,1506,10,0,0
P0009866,2026-04-16,Android,PH,Organic,False,0.0,2026-04-16,1,1,3.92,variant,3,2,0.6667,108,51,0,0,3,0,0
P0009867,2026-04-02,iOS,NG,Meta Ads,False,0.0,2026-04-02,1,2,7.14,control,3,1,0.3333,140,82,1,0,3,0,0
P0009868,2026-05-11,Android,BR,TikTok Ads,False,0.0,2026-05-24,5,9,59.04,variant,20,3,0.15,526,639,5,495,3,0,0
P0009869,2026-06-27,iOS,IN,Google UAC,False,0.0,2026-06-27,1,1,2.93,variant,4,2,0.5,130,49,4,1,3,0,0
P0009870,2026-05-28,iOS,NG,Organic,True,629.33,2026-07-07,27,164,1754.53,control,496,294,0.5927,19074,51850,52402,53270,57,6,5
P0009871,2026-03-27,Android,CA,TikTok Ads,False,0.0,2026-03-31,2,6,17.06,control,14,7,0.5,558,250,2,0,3,0,0
P0009872,2026-03-14,iOS,US,TikTok Ads,False,0.0,2026-04-22,3,6,45.74,variant,9,2,0.2222,463,268,8,0,3,0,0
P0009873,2026-06-10,Android,BR,Meta Ads,False,0.0,2026-07-02,7,22,166.26,variant,32,12,0.375,1295,552,16,4,3,0,0
P0009874,2026-05-15,iOS,US,Meta Ads,False,0.0,2026-06-08,7,18,119.65,variant,35,15,0.4286,1477,962,10,241,3,0,0
P0009875,2026-04-23,iOS,NG,Meta Ads,False,0.0,2026-07-06,5,10,51.41,control,15,2,0.1333,681,510,3,232,3,0,0
P0009876,2026-05-04,iOS,US,Google UAC,False,0.0,2026-06-24,8,32,165.12,variant,56,25,0.4464,2748,1562,21,4,3,0,0
P0009877,2026-04-26,Android,Other,Organic,False,0.0,2026-06-14,3,13,68.62,control,19,12,0.6316,1029,424,5,0,3,0,0
P0009878,2026-03-10,iOS,US,TikTok Ads,True,5.7,2026-03-27,4,7,29.29,control,21,14,0.6667,795,851,458,539,3,0,0
P0009879,2026-06-16,iOS,GB,Organic,False,0.0,2026-06-29,5,13,70.58,variant,26,12,0.4615,1218,523,6,1,3,0,0
P0009880,2026-07-07,Android,DE,Google UAC,False,0.0,2026-07-08,2,5,44.05,control,14,7,0.5,437,471,2,204,3,0,0
P0009881,2026-05-06,iOS,US,Organic,False,0.0,2026-07-01,7,20,157.5,control,38,14,0.3684,1577,738,13,3,3,0,0
P0009882,2026-07-07,iOS,IN,Meta Ads,False,0.0,2026-07-07,1,3,6.58,variant,4,2,0.5,255,75,1,0,3,0,0
P0009883,2026-07-05,iOS,US,Meta Ads,False,0.0,2026-07-05,1,2,4.0,variant,5,1,0.2,167,50,1,0,3,0,0
P0009884,2026-05-01,iOS,Other,Organic,False,0.0,2026-07-02,6,9,36.93,control,15,1,0.0667,531,636,7,513,3,0,0
P0009885,2026-05-16,iOS,BR,Google UAC,False,0.0,2026-05-16,1,6,35.0,control,11,0,0.0,363,230,0,0,3,0,0
P0009886,2026-03-26,iOS,BR,Apple Search Ads,False,0.0,2026-06-10,16,46,339.77,control,80,40,0.5,3707,2099,17,440,4,0,0
P0009887,2026-06-10,Android,US,Organic,False,0.0,2026-07-03,3,6,34.39,control,14,3,0.2143,527,332,10,2,3,0,0
P0009888,2026-05-10,iOS,DE,Organic,False,0.0,2026-05-10,1,2,5.06,variant,5,1,0.2,181,135,2,0,3,0,0
P0009889,2026-04-16,iOS,NG,Organic,False,0.0,2026-06-24,8,21,132.6,variant,35,9,0.2571,1449,938,17,197,3,0,0
P0009890,2026-05-09,iOS,GB,Organic,False,0.0,2026-06-27,9,29,193.04,variant,65,27,0.4154,2632,1970,13,725,4,0,0
P0009891,2026-04-19,Android,PH,Google UAC,True,93.33,2026-07-05,39,221,1859.54,variant,534,413,0.7734,25617,19966,7658,9599,18,1,0
P0009892,2026-04-15,iOS,US,TikTok Ads,False,0.0,2026-06-30,9,25,167.63,control,58,17,0.2931,2134,1015,7,274,3,0,0
P0009893,2026-05-11,iOS,BR,Organic,False,0.0,2026-06-28,9,24,130.13,variant,50,22,0.44,2127,1354,16,235,3,0,0
P0009894,2026-04-06,Android,US,Meta Ads,False,0.0,2026-05-15,4,12,65.3,variant,20,12,0.6,983,637,9,0,3,0,0
P0009895,2026-05-08,Android,US,Google UAC,False,0.0,2026-06-12,6,16,85.71,control,41,6,0.1463,1350,538,7,1,3,0,0
P0009896,2026-03-18,iOS,GB,Meta Ads,True,21.17,2026-07-08,45,219,1929.83,variant,527,346,0.6565,22384,16673,2008,7625,16,0,0
P0009897,2026-06-20,Android,US,Organic,False,0.0,2026-06-22,2,5,17.58,control,10,3,0.3,336,165,3,1,3,0,0
P0009898,2026-04-03,iOS,CA,Cross-promo,False,0.0,2026-04-19,6,14,103.66,control,20,10,0.5,826,368,8,0,3,0,0
P0009899,2026-07-07,Android,Other,Organic,False,0.0,2026-07-08,2,13,106.18,control,32,16,0.5,1043,694,7,2,3,0,0
