player_id,true_segment,cluster_k5
P0004968,Casual,0
P0004969,Casual,3
P0004970,Casual,0
P0004971,Casual,0
P0004972,Casual,0
P0004973,Churned-early,0
P0004974,Casual,0
P0004975,Spender,2
P0004976,Churned-early,3
P0004977,Casual,0
P0004978,Casual,0
P0004979,Churned-early,3
P0004980,Grinder-F2W,0
P0004981,Casual,0
P0004982,Churned-early,3
P0004983,Churned-early,3
P0004984,Grinder-F2W,2
P0004985,Spender,2
P0004986,Casual,0
P0004987,Casual,3
P0004988,Churned-early,3
P0004989,Casual,3
P0004990,Churned-early,0
P0004991,Casual,0
P0004992,Casual,0
P0004993,Churned-early,0
P0004994,Churned-early,0
P0004995,Casual,3
P0004996,Churned-early,0
P0004997,Casual,0
P0004998,Casual,3
P0004999,Casual,0
P0005000,Casual,3
P0005001,Churned-early,0
P0005002,Casual,3
P0005003,Casual,3
P0005004,Casual,0
P0005005,Grinder-F2W,0
P0005006,Casual,0
P0005007,Casual,0
P0005008,Churned-early,3
P0005009,Grinder-F2W,0
P0005010,Grinder-F2W,2
P0005011,Casual,3
P0005012,Churned-early,3
P0005013,Churned-early,3
P0005014,Grinder-F2W,2
P0005015,Grinder-F2W,0
P0005016,Spender,2
P0005017,Churned-early,3
P0005018,Casual,3
P0005019,Casual,0
P0005020,Churned-early,3
P0005021,Churned-early,3
P0005022,Churned-early,3
P0005023,Grinder-F2W,2
P0005024,Casual,3
P0005025,Casual,0
P0005026,Casual,3
P0005027,Casual,3
P0005028,Churned-early,0
P0005029,Churned-early,3
P0005030,Churned-early,3
P0005031,Casual,0
P0005032,Whale,4
P0005033,Grinder-F2W,0
P0005034,Casual,0
P0005035,Spender,2
P0005036,Churned-early,3
P0005037,Casual,0
P0005038,Casual,0
P0005039,Casual,0
P0005040,Churned-early,0
P0005041,Grinder-F2W,2
P0005042,Casual,0
P0005043,Churned-early,0
P0005044,Churned-early,3
P0005045,Whale,1
P0005046,Casual,0
P0005047,Casual,0
P0005048,Casual,0
P0005049,Churned-early,3
P0005050,Casual,0
P0005051,Casual,3
P0005052,Churned-early,0
P0005053,Casual,3
P0005054,Churned-early,0
P0005055,Casual,3
P0005056,Casual,0
P0005057,Casual,3
P0005058,Grinder-F2W,2
P0005059,Casual,3
P0005060,Casual,3
P0005061,Casual,3
P0005062,Churned-early,3
P0005063,Grinder-F2W,2
P0005064,Casual,0
P0005065,Casual,0
P0005066,Grinder-F2W,0
P0005067,Casual,0
P0005068,Churned-early,3
P0005069,Casual,0
P0005070,Grinder-F2W,0
P0005071,Casual,0
P0005072,Casual,3
P0005073,Casual,0
P0005074,Casual,0
P0005075,Casual,3
P0005076,Churned-early,0
P0005077,Grinder-F2W,2
P0005078,Whale,2
P0005079,Grinder-F2W,0
P0005080,Churned-early,3
P0005081,Churned-early,0
P0005082,Grinder-F2W,2
P0005083,Churned-early,3
P0005084,Grinder-F2W,0
P0005085,Casual,3
P0005086,Casual,3
P0005087,Churned-early,3
P0005088,Grinder-F2W,2
P0005089,Casual,0
P0005090,Churned-early,3
P0005091,Churned-early,0
P0005092,Churned-early,0
P0005093,Churned-early,3
P0005094,Casual,0
P0005095,Casual,0
P0005096,Casual,3
P0005097,Casual,0
P0005098,Grinder-F2W,2
P0005099,Casual,3
P0005100,Casual,3
P0005101,Grinder-F2W,2
P0005102,Grinder-F2W,0
P0005103,Casual,0
P0005104,Casual,3
P0005105,Churned-early,0
P0005106,Casual,0
P0005107,Churned-early,0
P0005108,Casual,0
P0005109,Casual,0
P0005110,Churned-early,0
P0005111,Casual,3
P0005112,Churned-early,0
P0005113,Grinder-F2W,0
P0005114,Churned-early,0
P0005115,Churned-early,0
P0005116,Casual,3
P0005117,Casual,3
P0005118,Whale,1
P0005119,Grinder-F2W,0
P0005120,Grinder-F2W,0
P0005121,Grinder-F2W,2
P0005122,Grinder-F2W,0
P0005123,Churned-early,3
P0005124,Grinder-F2W,0
P0005125,Churned-early,0
P0005126,Churned-early,3
P0005127,Casual,0
P0005128,Casual,3
P0005129,Churned-early,3
P0005130,Casual,3
P0005131,Casual,0
P0005132,Churned-early,3
P0005133,Casual,0
P0005134,Churned-early,3
P0005135,Grinder-F2W,0
P0005136,Casual,3
P0005137,Casual,0
P0005138,Grinder-F2W,2
P0005139,Churned-early,3
P0005140,Casual,0
P0005141,Casual,0
P0005142,Casual,3
P0005143,Churned-early,0
P0005144,Grinder-F2W,2
P0005145,Grinder-F2W,2
P0005146,Casual,3
P0005147,Casual,0
P0005148,Casual,0
P0005149,Spender,0
P0005150,Churned-early,3
P0005151,Casual,0
P0005152,Churned-early,3
P0005153,Casual,0
P0005154,Casual,3
P0005155,Churned-early,3
P0005156,Casual,3
P0005157,Grinder-F2W,2
P0005158,Casual,0
P0005159,Casual,0
P0005160,Casual,3
P0005161,Grinder-F2W,0
P0005162,Grinder-F2W,0
P0005163,Grinder-F2W,0
P0005164,Grinder-F2W,2
P0005165,Churned-early,3
P0005166,Casual,0
P0005167,Casual,0
P0005168,Grinder-F2W,2
P0005169,Grinder-F2W,0
P0005170,Grinder-F2W,0
P0005171,Casual,3
P0005172,Grinder-F2W,2
P0005173,Churned-early,3
P0005174,Churned-early,3
P0005175,Casual,0
P0005176,Casual,3
P0005177,Casual,0
P0005178,Churned-early,3
P0005179,Churned-early,3
P0005180,Grinder-F2W,0
P0005181,Casual,3
P0005182,Churned-early,3
P0005183,Casual,0
P0005184,Churned-early,3
P0005185,Churned-early,3
P0005186,Churned-early,3
P0005187,Casual,0
P0005188,Churned-early,3
P0005189,Casual,3
P0005190,Casual,0
P0005191,Casual,3
P0005192,Casual,3
P0005193,Grinder-F2W,0
P0005194,Churned-early,0
P0005195,Casual,0
P0005196,Casual,0
P0005197,Casual,3
P0005198,Casual,0
P0005199,Churned-early,0
P0005200,Grinder-F2W,0
P0005201,Churned-early,0
P0005202,Churned-early,3
P0005203,Casual,0
P0005204,Churned-early,3
P0005205,Churned-early,3
P0005206,Casual,0
P0005207,Grinder-F2W,0
P0005208,Casual,3
P0005209,Casual,3
P0005210,Casual,3
P0005211,Casual,3
P0005212,Casual,0
P0005213,Churned-early,3
P0005214,Grinder-F2W,2
P0005215,Casual,0
P0005216,Spender,2
P0005217,Casual,0
P0005218,Grinder-F2W,2
P0005219,Churned-early,0
P0005220,Casual,0
P0005221,Casual,0
P0005222,Churned-early,3
P0005223,Casual,0
P0005224,Grinder-F2W,2
P0005225,Casual,3
P0005226,Churned-early,3
P0005227,Churned-early,3
P0005228,Churned-early,3
P0005229,Churned-early,0
P0005230,Casual,0
P0005231,Casual,0
P0005232,Churned-early,0
P0005233,Casual,0
P0005234,Grinder-F2W,0
P0005235,Churned-early,0
P0005236,Casual,0
P0005237,Casual,3
P0005238,Churned-early,3
P0005239,Spender,0
P0005240,Casual,0
P0005241,Churned-early,3
P0005242,Whale,1
P0005243,Churned-early,3
P0005244,Casual,0
P0005245,Casual,0
P0005246,Grinder-F2W,0
P0005247,Grinder-F2W,2
P0005248,Casual,3
P0005249,Churned-early,3
P0005250,Churned-early,3
P0005251,Churned-early,0
P0005252,Casual,0
P0005253,Spender,0
P0005254,Casual,0
P0005255,Casual,0
P0005256,Churned-early,3
P0005257,Churned-early,0
P0005258,Casual,0
P0005259,Grinder-F2W,2
P0005260,Churned-early,0
P0005261,Casual,0
P0005262,Grinder-F2W,2
P0005263,Casual,0
P0005264,Churned-early,3
P0005265,Churned-early,3
P0005266,Casual,0
P0005267,Casual,0
P0005268,Churned-early,3
P0005269,Churned-early,0
P0005270,Casual,0
P0005271,Grinder-F2W,2
P0005272,Churned-early,3
P0005273,Casual,3
P0005274,Casual,0
P0005275,Churned-early,0
P0005276,Churned-early,3
P0005277,Casual,3
P0005278,Churned-early,3
P0005279,Grinder-F2W,0
P0005280,Churned-early,3
P0005281,Casual,0
P0005282,Casual,0
P0005283,Churned-early,0
P0005284,Casual,3
P0005285,Churned-early,0
P0005286,Grinder-F2W,0
P0005287,Grinder-F2W,2
P0005288,Grinder-F2W,0
P0005289,Churned-early,3
P0005290,Casual,0
P0005291,Churned-early,0
P0005292,Grinder-F2W,0
P0005293,Casual,3
P0005294,Casual,0
P0005295,Churned-early,3
P0005296,Casual,0
P0005297,Casual,0
P0005298,Casual,3
P0005299,Churned-early,3
P0005300,Casual,0
P0005301,Casual,3
P0005302,Casual,0
P0005303,Casual,3
P0005304,Casual,3
P0005305,Grinder-F2W,0
P0005306,Churned-early,3
P0005307,Spender,2
P0005308,Casual,3
P0005309,Casual,0
P0005310,Churned-early,0
P0005311,Casual,0
P0005312,Grinder-F2W,2
P0005313,Casual,0
P0005314,Churned-early,3
P0005315,Casual,0
P0005316,Casual,0
P0005317,Grinder-F2W,2
P0005318,Casual,0
P0005319,Churned-early,3
P0005320,Churned-early,0
P0005321,Churned-early,3
P0005322,Spender,2
P0005323,Churned-early,3
P0005324,Churned-early,3
P0005325,Churned-early,0
P0005326,Casual,3
P0005327,Casual,0
P0005328,Grinder-F2W,2
P0005329,Casual,3
P0005330,Churned-early,3
P0005331,Grinder-F2W,2
P0005332,Churned-early,3
P0005333,Churned-early,0
P0005334,Grinder-F2W,0
P0005335,Grinder-F2W,2
P0005336,Casual,0
P0005337,Casual,0
P0005338,Casual,0
P0005339,Casual,3
P0005340,Casual,0
P0005341,Grinder-F2W,0
P0005342,Grinder-F2W,2
P0005343,Casual,3
P0005344,Churned-early,3
P0005345,Churned-early,3
P0005346,Churned-early,3
P0005347,Grinder-F2W,0
P0005348,Casual,0
P0005349,Casual,3
P0005350,Casual,0
P0005351,Churned-early,0
P0005352,Grinder-F2W,2
P0005353,Grinder-F2W,0
P0005354,Casual,3
P0005355,Grinder-F2W,0
P0005356,Grinder-F2W,2
P0005357,Churned-early,0
P0005358,Churned-early,3
P0005359,Casual,0
P0005360,Churned-early,3
P0005361,Casual,0
P0005362,Casual,0
P0005363,Casual,3
P0005364,Casual,0
P0005365,Churned-early,0
P0005366,Churned-early,0
P0005367,Churned-early,3
P0005368,Casual,3
P0005369,Churned-early,3
P0005370,Churned-early,0
P0005371,Casual,3
P0005372,Casual,3
P0005373,Grinder-F2W,0
P0005374,Casual,3
P0005375,Churned-early,3
P0005376,Casual,0
P0005377,Grinder-F2W,0
P0005378,Grinder-F2W,0
P0005379,Churned-early,0
P0005380,Grinder-F2W,2
P0005381,Casual,3
P0005382,Churned-early,0
P0005383,Grinder-F2W,2
P0005384,Churned-early,3
P0005385,Spender,0
P0005386,Casual,3
P0005387,Casual,3
P0005388,Churned-early,0
P0005389,Casual,3
P0005390,Grinder-F2W,0
P0005391,Casual,0
P0005392,Churned-early,3
P0005393,Grinder-F2W,2
P0005394,Churned-early,3
P0005395,Casual,3
P0005396,Churned-early,0
P0005397,Churned-early,3
P0005398,Churned-early,0
P0005399,Grinder-F2W,2
P0005400,Grinder-F2W,2
P0005401,Churned-early,3
P0005402,Churned-early,0
P0005403,Whale,2
P0005404,Churned-early,3
P0005405,Casual,3
P0005406,Churned-early,3
P0005407,Grinder-F2W,2
P0005408,Churned-early,3
P0005409,Churned-early,0
P0005410,Grinder-F2W,2
P0005411,Churned-early,3
P0005412,Churned-early,0
P0005413,Grinder-F2W,2
P0005414,Casual,0
P0005415,Casual,0
P0005416,Churned-early,3
P0005417,Churned-early,3
P0005418,Casual,3
P0005419,Casual,0
P0005420,Casual,0
P0005421,Grinder-F2W,2
P0005422,Grinder-F2W,2
P0005423,Churned-early,3
P0005424,Casual,0
P0005425,Casual,3
P0005426,Casual,3
P0005427,Churned-early,3
P0005428,Spender,0
P0005429,Casual,0
P0005430,Casual,0
P0005431,Casual,3
P0005432,Churned-early,3
P0005433,Churned-early,3
P0005434,Grinder-F2W,2
P0005435,Grinder-F2W,2
P0005436,Casual,0
P0005437,Churned-early,0
P0005438,Casual,0
P0005439,Churned-early,0
P0005440,Casual,3
P0005441,Casual,0
P0005442,Grinder-F2W,0
P0005443,Casual,3
P0005444,Churned-early,0
P0005445,Casual,0
P0005446,Casual,0
P0005447,Churned-early,0
P0005448,Casual,0
P0005449,Churned-early,3
P0005450,Grinder-F2W,0
P0005451,Churned-early,3
P0005452,Churned-early,0
P0005453,Casual,0
P0005454,Casual,3
P0005455,Casual,3
P0005456,Casual,0
P0005457,Churned-early,3
P0005458,Casual,3
P0005459,Casual,3
P0005460,Churned-early,0
P0005461,Churned-early,3
P0005462,Casual,0
P0005463,Casual,0
P0005464,Casual,3
P0005465,Casual,3
P0005466,Casual,3
P0005467,Grinder-F2W,0
P0005468,Churned-early,0
P0005469,Casual,0
P0005470,Churned-early,3
P0005471,Churned-early,3
P0005472,Casual,3
P0005473,Casual,0
P0005474,Churned-early,0
P0005475,Grinder-F2W,0
P0005476,Casual,3
P0005477,Casual,0
P0005478,Churned-early,3
P0005479,Casual,0
P0005480,Casual,0
P0005481,Grinder-F2W,0
P0005482,Churned-early,0
P0005483,Churned-early,0
P0005484,Grinder-F2W,0
P0005485,Casual,0
P0005486,Casual,0
P0005487,Churned-early,3
P0005488,Grinder-F2W,0
P0005489,Grinder-F2W,2
P0005490,Casual,0
P0005491,Churned-early,3
P0005492,Grinder-F2W,0
P0005493,Grinder-F2W,2
P0005494,Churned-early,3
P0005495,Churned-early,3
P0005496,Churned-early,3
P0005497,Churned-early,0
P0005498,Casual,0
P0005499,Churned-early,0
P0005500,Casual,3
P0005501,Churned-early,3
P0005502,Churned-early,0
P0005503,Churned-early,3
P0005504,Churned-early,3
P0005505,Churned-early,0
P0005506,Casual,0
P0005507,Casual,0
P0005508,Grinder-F2W,2
P0005509,Casual,3
P0005510,Churned-early,3
P0005511,Churned-early,3
P0005512,Churned-early,3
P0005513,Churned-early,3
P0005514,Churned-early,3
P0005515,Churned-early,3
P0005516,Casual,0
P0005517,Casual,0
P0005518,Churned-early,3
P0005519,Churned-early,0
P0005520,Churned-early,3
P0005521,Casual,0
P0005522,Casual,0
P0005523,Churned-early,3
P0005524,Casual,3
P0005525,Casual,3
P0005526,Churned-early,3
P0005527,Churned-early,0
P0005528,Churned-early,0
P0005529,Casual,0
P0005530,Casual,3
P0005531,Casual,3
P0005532,Churned-early,3
P0005533,Casual,0
P0005534,Casual,0
P0005535,Grinder-F2W,2
P0005536,Casual,3
P0005537,Casual,3
P0005538,Grinder-F2W,2
P0005539,Grinder-F2W,2
P0005540,Casual,0
P0005541,Grinder-F2W,2
P0005542,Churned-early,0
P0005543,Grinder-F2W,2
P0005544,Churned-early,0
P0005545,Casual,0
P0005546,Spender,2
P0005547,Casual,0
P0005548,Grinder-F2W,0
P0005549,Casual,3
P0005550,Grinder-F2W,2
P0005551,Casual,0
P0005552,Churned-early,3
P0005553,Casual,3
P0005554,Grinder-F2W,0
P0005555,Grinder-F2W,2
P0005556,Churned-early,3
P0005557,Casual,3
P0005558,Churned-early,0
P0005559,Casual,3
P0005560,Casual,0
P0005561,Churned-early,3
P0005562,Grinder-F2W,0
P0005563,Churned-early,0
P0005564,Casual,0
P0005565,Casual,0
P0005566,Grinder-F2W,2
P0005567,Churned-early,3
P0005568,Grinder-F2W,2
P0005569,Casual,0
P0005570,Spender,2
P0005571,Casual,3
P0005572,Grinder-F2W,2
P0005573,Casual,3
P0005574,Churned-early,3
P0005575,Grinder-F2W,2
P0005576,Churned-early,3
P0005577,Casual,0
P0005578,Casual,3
P0005579,Whale,2
P0005580,Grinder-F2W,2
P0005581,Grinder-F2W,0
P0005582,Casual,3
P0005583,Churned-early,0
P0005584,Casual,0
P0005585,Grinder-F2W,2
P0005586,Churned-early,3
P0005587,Churned-early,3
P0005588,Casual,0
P0005589,Churned-early,0
P0005590,Churned-early,3
P0005591,Grinder-F2W,0
P0005592,Spender,2
P0005593,Churned-early,0
P0005594,Casual,0
P0005595,Casual,3
P0005596,Churned-early,3
P0005597,Churned-early,0
P0005598,Churned-early,3
P0005599,Churned-early,3
P0005600,Casual,3
P0005601,Grinder-F2W,0
P0005602,Casual,0
P0005603,Casual,3
P0005604,Spender,2
P0005605,Spender,2
P0005606,Casual,3
P0005607,Casual,3
P0005608,Grinder-F2W,0
P0005609,Churned-early,3
P0005610,Casual,0
P0005611,Churned-early,0
P0005612,Casual,0
P0005613,Churned-early,0
P0005614,Churned-early,3
P0005615,Churned-early,0
P0005616,Churned-early,3
P0005617,Casual,0
P0005618,Churned-early,3
P0005619,Casual,0
P0005620,Casual,0
P0005621,Churned-early,3
P0005622,Casual,3
P0005623,Churned-early,3
P0005624,Casual,0
P0005625,Casual,0
P0005626,Casual,0
P0005627,Casual,0
P0005628,Casual,0
P0005629,Grinder-F2W,2
P0005630,Grinder-F2W,0
P0005631,Casual,0
P0005632,Churned-early,3
P0005633,Churned-early,3
P0005634,Grinder-F2W,2
P0005635,Casual,3
P0005636,Casual,3
P0005637,Casual,0
P0005638,Churned-early,3
P0005639,Churned-early,3
P0005640,Casual,3
P0005641,Casual,0
P0005642,Churned-early,3
P0005643,Casual,0
P0005644,Grinder-F2W,2
P0005645,Churned-early,3
P0005646,Casual,0
P0005647,Churned-early,0
P0005648,Churned-early,0
P0005649,Churned-early,0
P0005650,Casual,0
P0005651,Churned-early,0
P0005652,Grinder-F2W,0
P0005653,Casual,3
P0005654,Churned-early,3
P0005655,Churned-early,0
P0005656,Grinder-F2W,0
P0005657,Churned-early,0
P0005658,Churned-early,0
P0005659,Casual,0
P0005660,Casual,0
P0005661,Casual,0
P0005662,Casual,0
P0005663,Churned-early,3
P0005664,Casual,0
P0005665,Churned-early,3
P0005666,Churned-early,0
P0005667,Churned-early,3
P0005668,Casual,0
P0005669,Casual,0
P0005670,Casual,0
P0005671,Grinder-F2W,2
P0005672,Grinder-F2W,0
P0005673,Casual,3
P0005674,Casual,3
P0005675,Casual,0
P0005676,Grinder-F2W,2
P0005677,Churned-early,0
P0005678,Churned-early,3
P0005679,Casual,0
P0005680,Grinder-F2W,0
P0005681,Churned-early,0
P0005682,Casual,3
P0005683,Casual,0
P0005684,Churned-early,0
P0005685,Casual,0
P0005686,Casual,3
P0005687,Churned-early,0
P0005688,Churned-early,3
P0005689,Casual,3
P0005690,Churned-early,3
P0005691,Whale,2
P0005692,Casual,3
P0005693,Grinder-F2W,2
P0005694,Casual,0
P0005695,Grinder-F2W,0
P0005696,Churned-early,0
P0005697,Spender,2
P0005698,Churned-early,3
P0005699,Churned-early,3
P0005700,Churned-early,3
P0005701,Churned-early,3
P0005702,Casual,3
P0005703,Churned-early,3
P0005704,Spender,2
P0005705,Casual,3
P0005706,Churned-early,0
P0005707,Churned-early,0
P0005708,Churned-early,3
P0005709,Grinder-F2W,2
P0005710,Churned-early,0
P0005711,Churned-early,3
P0005712,Churned-early,3
P0005713,Churned-early,0
P0005714,Casual,3
P0005715,Churned-early,0
P0005716,Casual,3
P0005717,Grinder-F2W,2
P0005718,Grinder-F2W,0
P0005719,Churned-early,0
P0005720,Grinder-F2W,2
P0005721,Churned-early,3
P0005722,Casual,3
P0005723,Grinder-F2W,2
P0005724,Churned-early,3
P0005725,Churned-early,0
P0005726,Grinder-F2W,0
P0005727,Casual,0
P0005728,Grinder-F2W,0
P0005729,Casual,3
P0005730,Churned-early,3
P0005731,Spender,2
P0005732,Grinder-F2W,0
P0005733,Churned-early,0
P0005734,Grinder-F2W,0
P0005735,Churned-early,3
P0005736,Grinder-F2W,2
P0005737,Casual,0
P0005738,Grinder-F2W,2
P0005739,Casual,0
P0005740,Casual,0
P0005741,Casual,0
P0005742,Churned-early,3
P0005743,Churned-early,3
P0005744,Churned-early,0
P0005745,Casual,3
P0005746,Churned-early,0
P0005747,Grinder-F2W,2
P0005748,Grinder-F2W,2
P0005749,Churned-early,0
P0005750,Casual,0
P0005751,Grinder-F2W,2
P0005752,Casual,3
P0005753,Churned-early,3
P0005754,Grinder-F2W,2
P0005755,Spender,2
P0005756,Casual,0
P0005757,Casual,0
P0005758,Casual,0
P0005759,Churned-early,3
P0005760,Grinder-F2W,2
P0005761,Casual,3
P0005762,Casual,0
P0005763,Casual,0
P0005764,Casual,0
P0005765,Casual,0
P0005766,Churned-early,3
P0005767,Casual,3
P0005768,Casual,0
P0005769,Grinder-F2W,2
P0005770,Churned-early,3
P0005771,Churned-early,3
P0005772,Casual,0
P0005773,Churned-early,3
P0005774,Casual,0
P0005775,Casual,0
P0005776,Casual,0
P0005777,Casual,3
P0005778,Grinder-F2W,0
P0005779,Churned-early,3
P0005780,Casual,0
P0005781,Churned-early,3
P0005782,Casual,0
P0005783,Churned-early,3
P0005784,Casual,0
P0005785,Casual,0
P0005786,Casual,3
P0005787,Casual,3
P0005788,Casual,3
P0005789,Grinder-F2W,0
P0005790,Churned-early,3
P0005791,Churned-early,3
P0005792,Spender,2
P0005793,Casual,3
P0005794,Grinder-F2W,2
P0005795,Casual,3
P0005796,Casual,0
P0005797,Grinder-F2W,2
P0005798,Grinder-F2W,2
P0005799,Casual,3
P0005800,Grinder-F2W,2
P0005801,Casual,3
P0005802,Churned-early,0
P0005803,Casual,0
P0005804,Churned-early,3
P0005805,Casual,3
P0005806,Casual,0
P0005807,Churned-early,0
P0005808,Grinder-F2W,0
P0005809,Casual,0
P0005810,Churned-early,0
P0005811,Churned-early,0
P0005812,Casual,0
P0005813,Casual,3
P0005814,Casual,0
P0005815,Churned-early,3
P0005816,Grinder-F2W,0
P0005817,Grinder-F2W,2
P0005818,Grinder-F2W,0
P0005819,Churned-early,3
P0005820,Grinder-F2W,0
P0005821,Casual,3
P0005822,Casual,0
P0005823,Casual,0
P0005824,Grinder-F2W,0
P0005825,Casual,3
P0005826,Casual,3
P0005827,Churned-early,3
P0005828,Casual,3
P0005829,Grinder-F2W,2
P0005830,Casual,0
P0005831,Churned-early,3
P0005832,Churned-early,3
P0005833,Grinder-F2W,2
P0005834,Churned-early,3
P0005835,Churned-early,3
P0005836,Churned-early,3
P0005837,Grinder-F2W,0
P0005838,Casual,0
P0005839,Casual,0
P0005840,Grinder-F2W,0
P0005841,Churned-early,0
P0005842,Churned-early,0
P0005843,Casual,0
P0005844,Casual,0
P0005845,Casual,3
P0005846,Casual,0
P0005847,Casual,3
P0005848,Casual,0
P0005849,Churned-early,3
P0005850,Churned-early,3
P0005851,Casual,0
P0005852,Spender,2
P0005853,Churned-early,3
P0005854,Churned-early,0
P0005855,Churned-early,3
P0005856,Grinder-F2W,2
P0005857,Casual,3
P0005858,Casual,3
P0005859,Churned-early,3
P0005860,Grinder-F2W,0
P0005861,Casual,3
P0005862,Churned-early,3
P0005863,Churned-early,3
P0005864,Churned-early,3
P0005865,Churned-early,0
P0005866,Churned-early,3
P0005867,Casual,0
P0005868,Churned-early,0
P0005869,Casual,0
P0005870,Grinder-F2W,0
P0005871,Casual,0
P0005872,Grinder-F2W,2
P0005873,Casual,0
P0005874,Churned-early,3
P0005875,Spender,2
P0005876,Churned-early,3
P0005877,Churned-early,0
P0005878,Churned-early,3
P0005879,Casual,0
P0005880,Churned-early,3
P0005881,Grinder-F2W,0
P0005882,Casual,3
P0005883,Churned-early,0
P0005884,Churned-early,3
P0005885,Churned-early,3
P0005886,Casual,0
P0005887,Casual,0
P0005888,Casual,0
P0005889,Churned-early,3
P0005890,Churned-early,3
P0005891,Churned-early,3
P0005892,Casual,3
P0005893,Casual,0
P0005894,Casual,0
P0005895,Casual,0
P0005896,Churned-early,0
P0005897,Churned-early,3
P0005898,Churned-early,3
P0005899,Casual,3
P0005900,Grinder-F2W,2
P0005901,Casual,3
P0005902,Churned-early,3
P0005903,Churned-early,3
P0005904,Churned-early,3
P0005905,Casual,0
P0005906,Churned-early,3
P0005907,Casual,3
P0005908,Churned-early,0
P0005909,Casual,0
P0005910,Churned-early,3
P0005911,Casual,3
P0005912,Churned-early,3
P0005913,Casual,0
P0005914,Grinder-F2W,2
P0005915,Churned-early,3
P0005916,Casual,3
P0005917,Grinder-F2W,2
P0005918,Churned-early,3
P0005919,Casual,3
P0005920,Casual,0
P0005921,Grinder-F2W,2
P0005922,Churned-early,3
P0005923,Churned-early,3
P0005924,Casual,0
P0005925,Casual,0
P0005926,Churned-early,3
P0005927,Casual,0
P0005928,Churned-early,0
P0005929,Churned-early,0
P0005930,Casual,0
P0005931,Churned-early,3
P0005932,Casual,0
P0005933,Casual,3
P0005934,Churned-early,0
P0005935,Churned-early,3
P0005936,Churned-early,0
P0005937,Churned-early,3
P0005938,Churned-early,3
P0005939,Churned-early,3
P0005940,Whale,2
P0005941,Casual,3
P0005942,Casual,0
P0005943,Churned-early,0
P0005944,Grinder-F2W,2
P0005945,Casual,3
P0005946,Churned-early,0
P0005947,Churned-early,0
P0005948,Grinder-F2W,0
P0005949,Casual,3
P0005950,Spender,2
P0005951,Grinder-F2W,0
P0005952,Casual,0
P0005953,Grinder-F2W,2
P0005954,Casual,0
P0005955,Churned-early,0
P0005956,Churned-early,3
P0005957,Casual,0
P0005958,Grinder-F2W,0
P0005959,Grinder-F2W,0
P0005960,Casual,0
P0005961,Churned-early,3
P0005962,Casual,3
P0005963,Churned-early,0
P0005964,Churned-early,3
P0005965,Casual,0
P0005966,Casual,0
P0005967,Churned-early,3
P0005968,Grinder-F2W,0
P0005969,Churned-early,3
P0005970,Grinder-F2W,0
P0005971,Casual,3
P0005972,Casual,3
P0005973,Grinder-F2W,0
P0005974,Churned-early,0
P0005975,Casual,3
P0005976,Churned-early,3
P0005977,Casual,0
P0005978,Grinder-F2W,0
P0005979,Churned-early,3
P0005980,Casual,0
P0005981,Grinder-F2W,2
P0005982,Casual,0
P0005983,Casual,0
P0005984,Casual,0
P0005985,Churned-early,3
P0005986,Churned-early,3
P0005987,Churned-early,3
P0005988,Casual,0
P0005989,Spender,2
P0005990,Casual,0
P0005991,Casual,0
P0005992,Churned-early,3
P0005993,Churned-early,0
P0005994,Churned-early,3
P0005995,Casual,3
P0005996,Churned-early,0
P0005997,Grinder-F2W,0
P0005998,Casual,0
P0005999,Casual,0
P0006000,Casual,0
P0006001,Churned-early,0
P0006002,Churned-early,3
P0006003,Casual,0
P0006004,Grinder-F2W,2
P0006005,Casual,3
P0006006,Churned-early,3
P0006007,Casual,0
P0006008,Churned-early,3
P0006009,Grinder-F2W,2
P0006010,Casual,0
P0006011,Grinder-F2W,0
P0006012,Casual,0
P0006013,Churned-early,0
P0006014,Churned-early,3
P0006015,Churned-early,3
P0006016,Churned-early,3
P0006017,Casual,0
P0006018,Casual,3
P0006019,Casual,3
P0006020,Casual,0
P0006021,Churned-early,0
P0006022,Casual,3
P0006023,Casual,3
P0006024,Casual,3
P0006025,Casual,0
P0006026,Casual,0
P0006027,Churned-early,3
P0006028,Casual,0
P0006029,Churned-early,3
P0006030,Casual,3
P0006031,Casual,3
P0006032,Casual,3
P0006033,Churned-early,3
P0006034,Casual,0
P0006035,Churned-early,3
P0006036,Casual,0
P0006037,Casual,3
P0006038,Casual,0
P0006039,Churned-early,0
P0006040,Grinder-F2W,2
P0006041,Grinder-F2W,0
P0006042,Churned-early,0
P0006043,Casual,0
P0006044,Casual,0
P0006045,Grinder-F2W,2
P0006046,Casual,0
P0006047,Grinder-F2W,0
P0006048,Churned-early,3
P0006049,Churned-early,3
P0006050,Casual,0
P0006051,Casual,3
P0006052,Casual,0
P0006053,Churned-early,0
P0006054,Casual,0
P0006055,Spender,2
P0006056,Casual,0
P0006057,Churned-early,3
P0006058,Casual,0
P0006059,Casual,3
P0006060,Churned-early,3
P0006061,Churned-early,0
P0006062,Casual,0
P0006063,Casual,0
P0006064,Grinder-F2W,0
P0006065,Casual,3
P0006066,Churned-early,3
P0006067,Churned-early,3
P0006068,Casual,0
P0006069,Casual,3
P0006070,Casual,0
P0006071,Casual,0
P0006072,Casual,0
P0006073,Casual,0
P0006074,Churned-early,0
P0006075,Casual,3
P0006076,Casual,3
P0006077,Churned-early,0
P0006078,Casual,0
